Word,Morph1,Morph2,Pattern,Stress (1syl.2syl)
gravy,gravy,,Root,13
graybeard,gray,beard,Root+Root,13
grenade,grenade,,Root,31
greyhound,grey,hound,Root+Root,12
griddle,griddle,,Root,13
grimace,grimace,,Root,13
gristle,gristle,,Root,13
grocer,grocer,,Root,13
grommet,grommet,,Root,13
groschen,groschen,,Root,13
groszy,groszy,,Root,13
grotesque,grotesque,,Root,31
grotto,grotto,,Root,12
grovel,grovel,,Root,13
guano,guano,,Root,12
guffaw,guffaw,,Root,31
guidon,guidon,,Root,12
guinea,guinea,,Root,13
guitar,guitar,,Root,31
gully,gully,,Root,13
gunnel,gunnel,,Root,13
gunny,gunny,,Root,13
guppy,guppy,,Root,13
gusset,gusset,,Root,13
gutter,gutter,,Root,13
guzzle,guzzle,,Root,13
habit,habit,,Root,13
hackle,hackle,,Root,13
haddock,haddock,,Root,13
haggard,haggard,,Root,13
haggis,haggis,,Root,13
haggle,haggle,,Root,13
hammer,hammer,,Root,13
hammock,hammock,,Root,13
hangar,hangar,,Root,13
hangout,hang,out,Root+Root,12
happy,happy,,Root,13
harangue,harangue,,Root,31
harass,harass,,Root,31
harry,harry,,Root,13
hassle,hassle,,Root,13
hassock,hassock,,Root,13
hatchet,hatchet,,Root,13
hauberk,hauberk,,Root,13
haughty,haughty,,Root,13
hauteur,hauteur,,Root,31
havoc,havoc,,Root,13
hawthorn,haw,thorn,Root+Root,12
hayfork,hay,fork,Root+Root,13
hayseed,hay,seed,Root+Root,12
hazard,hazard,,Root,13
hazel,hazel,,Root,13
heathen,heathen,,Root,13
heather,heather,,Root,13
heaven,heaven,,Root,13
heckle,heckle,,Root,13
heifer,heifer,,Root,13
heinous,heinous,,Root,13
helix,helix,,Root,13
hello,hello,,Root,31
herald,herald,,Root,13
herein,here,in,Root+Root,31
hero,hero,,Root,13
heron,heron,,Root,13
herring,herring,,Root,13
heyday,hey,day,Root+Root,12
hiccough,hiccough,,Root,13
hideout,hide,out,Root+Root,12
highlight,high,light,Root+Root,12
highroad,high,road,Root+Root,13
highway,high,way,Root+Root,12
hither,hither,,Root,13
hobby,hobby,,Root,13
hobo,hobo,,Root,13
hockey,hockey,,Root,13
hokum,hokum,,Root,13
hollow,hollow,,Root,13
holly,holly,,Root,13
holy,holy,,Root,13
homage,homage,,Root,13
honey,honey,,Root,13
honor,honor,,Root,13
hoodoo,hoodoo,,Root,13
hookah,hookah,,Root,13
hookup,hook,up,Root+Root,12
horrid,horrid,,Root,13
horror,horror,,Root,13
hotel,hotel,,Root,31
hovel,hovel,,Root,13
hubbub,hubbub,,Root,13
huddle,huddle,,Root,13
hula,hula,,Root,13
human,human,,Root,13
humane,humane,,Root,31
humid,humid,,Root,13
hummock,hummock,,Root,13
humor,humor,,Root,13
humus,humus,,Root,13
hurrah,hurrah,,Root,31
hurry,hurry,,Root,13
hussy,hussy,,Root,13
huzza,huzza,,Root,31
hygiene,hygiene,,Root,12
hyphen,hyphen,,Root,13
hyssop,hyssop,,Root,13
ideal,idea,al,Root,31
idle,idle,,Root,13
image,image,,Root,13
inane,inane,,Root,31
inept,inept,,Root,31
inert,inert,,Root,31
innate,innate,,Root,31
inning,inning,,Root,13
irate,irate,,Root,31
island,island,,Root,13
ism,ism,,Root,13
issue,issue,,Root,13
jealous,jealous,,Root,13
jelly,jelly,,Root,13
jiffy,jiffy,,Root,13
jimmy,jimmy,,Root,13
jitters,jitters,,Root,13
jocose,jocose,,Root,31
jolly,jolly,,Root,13
jostle,jostle,,Root,13
julep,julep,,Root,13
jurist,jurist,,Root,13
jury,jury,,Root,13
kaiser,kaiser,,Root,13
kapok,kapok,,Root,13
kaput,kaput,,Root,31
kazoo,kazoo,,Root,31
kebob,kebob,,Root,12
kennel,kennel,,Root,13
kettle,kettle,,Root,13
kibbutz,kibbutz,,Root,31
kibosh,kibosh,,Root,13
kilo,kilo,,Root,12
kitchen,kitchen,,Root,13
kitten,kitten,,Root,13
kitty,kitty,,Root,13
knickers,knickerbockers,,Root,13
knockout,knock,out,Root+Root,12
knowledge,knowledge,,Root,13
knuckle,knuckle,,Root,13
kopeck,kopeck,,Root,12
kosher,kosher,,Root,13
kowtow,kowtow,,Root,11
label,label,,Root,13
labile,labile,,Root,12
lacquer,lacquer,,Root,13
ladder,ladder,,Root,13
ladle,ladle,,Root,13
lady,lady,,Root,13
lager,lager,,Root,13
lagoon,lagoon,,Root,31
lament,lament,,Root,31
lapel,lapel,,Root,31
larynx,larynx,,Root,13
latchet,latchet,,Root,13
latent,latent,,Root,13
latex,latex,,Root,12
lather,lather,,Root,13
lattice,lattice,,Root,13
laurel,laurel,,Root,13
lava,lava,,Root,13
lavage,lavage,,Root,13
lavish,lavish,,Root,13
lawsuit,law,suit,Root+Root,12
layman,lay,man,Root+Root,13
leather,leather,,Root,13
leaven,leaven,,Root,13
ledger,ledger,,Root,13
leeway,lee,way,Root+Root,12
legal,legal,,Root,13
legate,legate,,Root,13
legend,legend,,Root,13
legion,legion,,Root,13
leisure,leisure,,Root,13
lemon,lemon,,Root,13
leopard,leopard,,Root,13
leper,leper,,Root,13
lesson,lesson,,Root,13
lethal,lethal,,Root,13
letter,letter,,Root,13
lettuce,lettuce,,Root,13
letup,let,up,Root+Root,12
levee,levee,,Root,13
level,level,,Root,13
lever,lever,,Root,13
libel,libel,,Root,13
licence,license,,Root,13
lichen,lichen,,Root,13
licit,licit,,Root,13
lilac,lilac,,Root,12
limit,limit,,Root,13
linen,linen,,Root,13
lineup,line,up,Root+Root,12
liqueur,liqueur,,Root,31
liquor,liquor,,Root,13
lira,lira,,Root,13
lissome,lissome,,Root,13
listen,listen,,Root,13
liter,liter,,Root,13
litter,litter,,Root,13
little,little,,Root,13
livid,livid,,Root,13
lizard,lizard,,Root,13
llano,llano,,Root,13
lobar,lobar,,Root,13
lobby,lobby,,Root,13
locale,locale,,Root,31
loci,loci,,Root,13
locket,locket,,Root,13
locus,locus,,Root,13
logic,logic,,Root,13
loiter,loiter,,Root,13
lookout,look,out,Root+Root,12
looney,looney,,Root,13
lorry,lorry,,Root,13
lotion,lotion,,Root,13
louvre,louvre,,Root,13
lowland,low,land,Root+Root,12
lozenge,lozenge,,Root,13
lubber,lubber,,Root,13
lucent,lucent,,Root,13
lucre,lucre,,Root,13
lummox,lummox,,Root,13
lunette,lunette,,Root,31
lurid,lurid,,Root,13
lyric,lyric,,Root,13
macaque,macaque,,Root,31
macaw,macaw,,Root,31
machine,machine,,Root,31
madame,madame,,Root,13
madder,madder,,Root,13
maggot,maggot,,Root,13
magi,magi,,Root,13
major,major,,Root,13
malaise,malaise,,Root,31
malice,malice,,Root,13
mallet,mallet,,Root,13
mallow,mallow,,Root,13
mammal,mammal,,Root,13
mammon,mammon,,Root,13
mammoth,mammoth,,Root,13
manage,manage,,Root,13
manna,manna,,Root,13
manner,manner,,Root,13
many,many,,Root,13
maple,maple,,Root,13
maraud,maraud,,Root,31
marine,marine,,Root,31
marrow,marrow,,Root,13
marry,marry,,Root,13
mason,mason,,Root,13
massage,massage,,Root,31
masseur,masseur,,Root,31
matins,matins,,Root,13
mattock,mattock,,Root,13
mature,mature,,Root,31
mavis,mavis,,Root,13
maya,maya,,Root,13
maybe,may,be,Root+Root,13
mayhem,mayhem,,Root,12
meager,meager,,Root,13
measles,measles,,Root,13
measure,measure,,Root,13
mecca,mecca,,Root,13
medal,medal,,Root,13
meddle,meddle,,Root,13
medic,medic,,Root,13
mellow,mellow,,Root,13
melon,melon,,Root,13
memo,memorandum,,Root,12
menace,menace,,Root,13
menage,menage,,Root,31
meringue,meringue,,Root,31
merit,merit,,Root,13
merry,merry,,Root,13
mesa,mesa,,Root,13
mesdames,mesdames,,Root,31
message,message,,Root,13
metal,metal,,Root,13
methane,methane,,Root,12
method,method,,Root,13
metre,metre,,Root,13
midden,midden,,Root,13
middle,middle,,Root,13
millet,millet,,Root,13
minor,minor,,Root,13
minute,minute,,Root,13
miser,miser,,Root,13
missal,missal,,Root,13
missile,missile,,Root,13
mission,mission,,Root,13
missive,missive,,Root,13
mitre,mitre,,Root,13
mitten,mitten,,Root,13
mizen,mizen,,Root,13
mobile,mobile,,Root,13
model,model,,Root,13
modern,modern,,Root,13
modest,modest,,Root,13
modiste,modiste,,Root,31
module,module,,Root,13
mogul,mogul,,Root,13
moire,moire,,Root,13
molar,molar,,Root,13
molest,molest,,Root,31
mollusk,mollusk,,Root,13
moly,moly,,Root,13
moment,moment,,Root,13
monarch,monarch,,Root,12
money,money,,Root,13
moppet,moppet,,Root,13
moraine,moraine,,Root,31
moral,moral,,Root,13
morale,morale,,Root,31
morass,morass,,Root,31
mores,mores,,Root,12
moron,moron,,Root,12
morose,morose,,Root,31
morris,morris,,Root,13
morrow,morrow,,Root,13
motel,motor,hotel,Root+Root,31
motet,motet,,Root,31
mother,mother,,Root,13
motif,motive,,Root,31
motile,motile,,Root,13
motor,motor,,Root,13
mottle,mottle,,Root,13
motto,motto,,Root,13
movie,movie,,Root,13
mucus,mucus,,Root,13
muddle,muddle,,Root,13
muffin,muffin,,Root,13
muffle,muffle,,Root,13
mullet,mullet,,Root,13
mumu,mumu,,Root,13
muscle,muscle,,Root,13
musette,musette,,Root,31
mussel,mussel,,Root,13
mutter,mutter,,Root,13
mutton,mutton,,Root,13
muzzle,muzzle,,Root,13
myself,my,self,Root+Root,21
nabob,nabob,,Root,13
nacelle,nacelle,,Root,31
nadir,nadir,,Root,13
naked,naked,,Root,13
narrow,narrow,,Root,13
nasal,nasal,,Root,13
nascent,nascent,,Root,13
nation,nation,,Root,13
nature,nature,,Root,13
navel,navel,,Root,13
navy,navy,,Root,13
needle,needle,,Root,13
negate,negate,,Root,31
neighbor,neighbor,,Root,13
neither,neither,,Root,13
nether,nether,,Root,13
neural,neural,,Root,13
neuron,neuron,,Root,12
neuter,neuter,,Root,13
newfound,new,found,Root+Root,11
nibble,nibble,,Root,13
nickel,nickel,,Root,13
niggard,niggard,,Root,13
ninny,ninny,,Root,13
noble,noble,,Root,13
noggin,noggin,,Root,13
noisome,noisome,,Root,13
nomad,nomad,,Root,12
noodle,noodle,,Root,13
nothing,no,thing,Root+Root,13
notice,notice,,Root,13
notion,notion,,Root,13
nougat,nougat,,Root,13
nova,nova,,Root,13
novel,novel,,Root,13
novice,novice,,Root,13
nozzle,nozzle,,Root,13
nubbin,nubbin,,Root,13
nubile,nubile,,Root,13
nugget,nugget,,Root,13
nuzzle,nuzzle,,Root,13
nylon,nylon,,Root,12
obey,obey,,Root,31
obi,obi,,Root,13
obit,obit,,Root,13
oboe,oboe,,Root,13
occult,occult,,Root,31
occur,occur,,Root,31
ocean,ocean,,Root,13
ochre,ochre,,Root,13
odor,odor,,Root,13
offal,fall,off,Root+Root,13
offend,offend,,Root,31
offense,offense,,Root,31
offer,offer,,Root,13
office,office,,Root,13
often,often,,Root,13
ogle,ogle,,Root,13
ogre,ogre,,Root,13
ohmic,ohmic,,Root,13
okay,okay,,Root,21
olive,olive,,Root,13
omen,omen,,Root,13
omit,omit,,Root,31
onus,onus,,Root,13
oodles,oodles,,Root,13
opal,opal,,Root,13
opaque,opaque,,Root,31
open,open,,Root,13
opine,opine,,Root,31
opus,opus,,Root,13
oral,oral,,Root,13
orange,orange,,Root,13
orate,orate,,Root,31
orris,orris,,Root,13
other,other,,Root,13
otter,otter,,Root,13
oven,oven,,Root,13
ovoid,ovoid,,Root,12
ovum,ovum,,Root,13
ozone,ozone,,Root,12
paddle,paddle,,Root,13
paddock,paddock,,Root,13
paddy,paddy,,Root,13
pagan,pagan,,Root,13
pageant,pageant,,Root,13
palace,palace,,Root,13
palate,palate,,Root,13
palette,palette,,Root,13
pallor,pallor,,Root,13
panache,panache,,Root,31
panel,panel,,Root,13
panic,panic,,Root,13
papal,papal,,Root,13
papaw,papaw,,Root,31
paper,paper,,Root,13
papoose,papoose,,Root,31
parade,parade,,Root,31
parent,parent,,Root,13
parish,parish,,Root,13
parole,parole,,Root,31
parrot,parrot,,Root,13
parry,parry,,Root,13
passel,passel,,Root,13
passion,passion,,Root,13
passive,passive,,Root,13
patent,patent,,Root,13
pathos,pathos,,Root,13
patience,patience,,Root,13
pattern,pattern,,Root,13
pauper,pauper,,Root,13
paycheck,pay,check,Root+Root,12
peacock,peacock,,Root,12
peanut,pea,nut,Root+Root,13
peasant,peasant,,Root,13
pebble,pebble,,Root,13
pecan,pecan,,Root,31
pedal,pedal,,Root,13
pedant,pedant,,Root,13
peddle,peddle,,Root,13
penal,penal,,Root,13
penance,penance,,Root,13
pennant,pennant,,Root,13
pennies,pennies,,Root,13
penny,penny,,Root,13
people,people,,Root,13
pepper,pepper,,Root,13
peril,peril,,Root,13
perish,perish,,Root,13
peruke,peruke,,Root,31
peruse,peruse,,Root,31
petal,petal,,Root,13
petard,petard,,Root,31
peter,peter,,Root,13
petite,petite,,Root,31
petty,petty,,Root,13
pewter,pewter,,Root,13
pfennig,pfennig,,Root,13
phalanx,phalanx,,Root,13
pharaoh,Pharaoh,,Root,13
pharynx,pharynx,,Root,13
phenol,phenol,,Root,13
phoenix,phoenix,,Root,13
phoneme,phoneme,,Root,13
phony,phony,,Root,13
photo,photo,,Root,12
photon,photon,,Root,12
phylum,phylum,,Root,13
physic,physic,,Root,13
physics,physics,,Root,13
physique,physique,,Root,31
pickaxe,pick,axe,Root+Root,13
picket,picket,,Root,13
pickle,pickle,,Root,13
pickup,pick,up,Root+Root,12
piddle,piddle,,Root,13
pidgin,pidgin,,Root,13
piebald,pie,bald,Root+Root,12
pigeon,pigeon,,Root,13
pillage,pillage,,Root,13
pillar,pillar,,Root,13
pillow,pillow,,Root,13
pilot,pilot,,Root,13
pinnace,pinnace,,Root,13
pinnate,pinnate,,Root,13
pinup,pin,up,Root+Root,13
pippin,pippin,,Root,13
piquet,piquet,,Root,31
piton,piton,,Root,13
pittance,pittance,,Root,13
pity,pity,,Root,13
pivot,pivot,,Root,13
placard,placard,,Root,13
placate,placate,,Root,12
placid,placid,,Root,13
planet,planet,,Root,13
platen,platen,,Root,13
platter,platter,,Root,13
plaudit,plaudit,,Root,13
playmate,play,mate,Root+Root,12
plebes,plebes,,Root,13
plowboy,plow,boy,Root+Root,12
plummet,plummet,,Root,13
plural,plural,,Root,13
pocket,pocket,,Root,13
poison,poison,,Root,13
pokey,pokey,,Root,13
poleax,poleax,,Root,12
police,police,,Root,31
polite,polite,,Root,31
pollen,pollen,,Root,13
pollock,pollock,,Root,13
pollute,pollute,,Root,31
polo,polo,,Root,13
polyp,polyp,,Root,13
pomade,pomade,,Root,31
pony,pony,,Root,12
poodle,poodle,,Root,13
popeyed,pop,eyed,Root+Root,12
poppy,poppy,,Root,13
posit,posit,,Root,13
posse,posse,,Root,13
possum,possum,,Root,13
posy,posy,,Root,13
potash,pot,ash,Root+Root,12
potion,potion,,Root,13
powder,powder,,Root,13
powwow,powwow,,Root,12
praetor,praetor,,Root,13
prairie,prairie,,Root,13
praline,praline,,Root,13
prattle,prattle,,Root,13
precede,precede,,Root,31
precept,precept,,Root,12
precinct,precinct,,Root,12
precious,precious,,Root,13
precis,precis,,Root,12
precise,precise,,Root,31
predict,predict,,Root,31
preface,preface,,Root,13
prefect,prefect,,Root,12
prefer,prefer,,Root,31
prefix,prefix,,Root,13
prelate,prelate,,Root,13
premise,premise,,Root,13
prepare,prepare,,Root,31
presence,presence,,Root,13
present,present,,Root,13
preside,preside,,Root,31
presume,presume,,Root,31
pretend,pretend,,Root,31
pretext,pretext,,Root,12
pretty,pretty,,Root,13
prevail,prevail,,Root,31
prevent,prevent,,Root,31
primate,primate,,Root,12
prism,prism,,Root,13
prissy,prissy,,Root,13
private,private,,Root,13
privet,privet,,Root,13
privy,privy,,Root,13
probate,probate,,Root,12
proceed,proceed,,Root,31
product,product,,Root,13
profane,profane,,Root,31
profess,profess,,Root,31
profile,profile,,Root,12
profit,profit,,Root,13
profound,profound,,Root,31
project,project,,Root,13
prolix,prolix,,Root,13
prolong,prolong,,Root,31
promise,promise,,Root,13
promote,promote,,Root,31
pronounce,pronounce,,Root,31
propane,propane,,Root,12
propel,propel,,Root,31
prophet,prophet,,Root,13
propound,propound,,Root,31
prorate,prorate,,Root,11
protein,protein,,Root,12
protest,protest,,Root,12
proton,proton,,Root,12
provide,provide,,Root,31
provost,provost,,Root,13
prudent,prudent,,Root,13
pseudo,pseudo,,Root,13
ptomaine,ptomaine,,Root,13
pucker,pucker,,Root,13
pudding,pudding,,Root,13
pumice,pumice,,Root,13
pummel,pummel,,Root,13
punish,punish,,Root,13
puny,puny,,Root,13
pupa,pupa,,Root,13
pupil,pupil,,Root,13
puppet,puppet,,Root,13
putout,put,out,Root+Root,12
puttee,puttee,,Root,13
putty,putty,,Root,13
puzzle,puzzle,,Root,13
pylon,pylon,,Root,12
python,python,,Root,13
quahog,quahog,,Root,12
quarrel,quarrel,,Root,13
quarry,quarry,,Root,13
quasi,quasi,,Root,13
queasy,queasy,,Root,13
query,query,,Root,13
quota,quota,,Root,13
quotient,quotient,,Root,13
rabbi,rabbi,,Root,12
rabbit,rabbit,,Root,13
rabble,rabble,,Root,13
rabid,rabid,,Root,13
rabies,rabies,,Root,13
racquet,racquet,,Root,13
radar,radar,,Root,12
radish,radish,,Root,13
radon,radon,,Root,12
raffle,raffle,,Root,13
ragout,ragout,,Root,13
raiment,raiment,,Root,13
raisin,raisin,,Root,13
rajah,rajah,,Root,13
rally,rally,,Root,13
rapid,rapid,,Root,13
rasher,rasher,,Root,13
ratchet,ratchet,,Root,13
rather,rather,,Root,13
ratio,ratio,,Root,12
ration,ration,,Root,13
raucous,raucous,,Root,13
ravage,ravage,,Root,13
ravel,ravel,,Root,13
raven,raven,,Root,13
ravine,ravine,,Root,31
ravish,ravish,,Root,13
razor,razor,,Root,13
ready,ready,,Root,13
reason,reason,,Root,13
rebate,rebate,,Root,12
rebel,rebel,,Root,13
rebuff,rebuff,,Root,31
rebus,rebus,,Root,13
recant,recant,,Root,31
recede,recede,,Root,31
receipt,receipt,,Root,31
recent,recent,,Root,13
recess,recess,,Root,31
recite,recite,,Root,31
reckon,reckon,,Root,13
record,record,,Root,31
recoup,recoup,,Root,31
recourse,recourse,,Root,12
recur,recur,,Root,31
redeem,redeem,,Root,31
redoubt,redoubt,,Root,31
redound,redound,,Root,31
reduce,reduce,,Root,31
regal,regal,,Root,13
regale,regale,,Root,31
regard,regard,,Root,31
regent,regent,,Root,13
regime,regime,,Root,31
region,region,,Root,13
rehearse,rehearse,,Root,31
reject,reject,,Root,31
rejoice,rejoice,,Root,31
relax,relax,,Root,31
relent,relent,,Root,31
relic,relic,,Root,13
relict,relict,,Root,13
relief,relieve,,Root,31
relieve,relieve,,Root,31
relique,relique,,Root,13
relish,relish,,Root,13
rely,rely,,Root,31
remain,remain,,Root,31
remark,remark,,Root,31
remiss,remiss,,Root,31
remit,remit,,Root,31
remorse,remorse,,Root,31
remote,remote,,Root,31
remove,remove,,Root,31
renal,renal,,Root,13
renege,renege,,Root,31
renounce,renounce,,Root,31
renown,renown,,Root,31
repair,repair,,Root,31
repeal,repeal,,Root,31
repeat,repeat,,Root,31
repel,repel,,Root,31
repent,repent,,Root,31
report,report,,Root,31
repulse,repulse,,Root,31
rescind,rescind,,Root,31
resent,resent,,Root,31
reserve,reserve,,Root,31
reserved,reserved,,Root,31
reside,reside,,Root,31
resin,resin,,Root,13
resist,resist,,Root,31
resort,resort,,Root,31
resource,resource,,Root,12
result,result,,Root,31
resume,resume,,Root,31
retail,retail,,Root,12
retain,retain,,Root,31
retard,retard,,Root,31
retire,retire,,Root,31
retort,retort,,Root,31
reveal,reveal,,Root,31
revel,revel,,Root,13
revere,revere,,Root,31
reverse,reverse,,Root,31
revert,revert,,Root,31
revile,revile,,Root,31
revise,revise,,Root,31
revive,revive,,Root,31
revoke,revoke,,Root,31
revolt,revolt,,Root,31
revolve,revolve,,Root,31
reward,reward,,Root,31
rhesus,rhesus,,Root,13
rhizome,rhizome,,Root,12
rhythm,rhythm,,Root,13
ribbon,ribbon,,Root,13
rickets,rickets,,Root,13
riddle,riddle,,Root,13
rigid,rigid,,Root,13
rigor,rigor,,Root,13
riposte,riposte,,Root,31
ripple,ripple,,Root,13
rival,rival,,Root,13
river,river,,Root,13
robin,robin,,Root,13
robot,robot,,Root,12
robust,robust,,Root,31
rocket,rocket,,Root,13
rodent,rodent,,Root,13
romance,romance,,Root,31
rookie,rookie,,Root,13
rosin,rosin,,Root,13
rotor,rotor,,Root,13
rotund,rotund,,Root,31
roulette,roulette,,Root,31
routine,routine,,Root,31
rowboat,row,boat,Root+Root,12
rowdy,rowdy,,Root,13
rubber,rubber,,Root,13
rubbish,rubbish,,Root,13
rubble,rubble,,Root,13
ruble,ruble,,Root,13
ruby,ruby,,Root,13
rudder,rudder,,Root,13
ruddy,ruddy,,Root,13
rummage,rummage,,Root,13
rumor,rumor,,Root,13
runoff,run,off,Root+Root,12
rupee,rupee,,Root,31
russet,russet,,Root,13
rustle,rustle,,Root,13
sabre,sabre,,Root,13
saddle,saddle,,Root,13
sago,sago,,Root,13
saki,saki,,Root,13
salad,salad,,Root,13
sallow,sallow,,Root,13
sally,sally,,Root,13
salmon,salmon,,Root,13
saloon,saloon,,Root,31
sapphire,sapphire,,Root,13
satin,satin,,Root,13
satire,satire,,Root,13
satyr,satyr,,Root,13
sausage,sausage,,Root,13
sauterne,sauterne,,Root,31
savage,savage,,Root,13
savant,savant,,Root,31
savor,savor,,Root,13
sawdust,saw,dust,Root+Root,12
scaffold,scaffold,,Root,13
scallop,scallop,,Root,13
scarab,scarab,,Root,13
scatter,scatter,,Root,13
scavenge,scavenge,,Root,13
schedule,schedule,,Root,13
schism,schism,,Root,13
schooner,schooner,,Root,13
scissors,scissors,,Root,13
scribble,scribble,,Root,13
scrimmage,scrimmage,,Root,13
scruple,scruple,,Root,13
scuba,scuba,,Root,13
scupper,scupper,,Root,13
scurry,scurry,,Root,13
scuttle,scuttle,,Root,13
seaman,sea,man,Root+Root,13
seashore,sea,shore,Root+Root,12
season,season,,Root,13
secede,secede,,Root,31
second,second,,Root,13
sedate,sedate,,Root,31
seduce,seduce,,Root,31
seesaw,see,saw,Root+Root,12
select,select,,Root,31
senate,senate,,Root,13
senile,senile,,Root,12
senna,senna,,Root,13
seraph,seraph,,Root,13
serene,serene,,Root,31
serum,serum,,Root,13
sessile,sessile,,Root,12
session,session,,Root,13
settee,settee,,Root,31
seven,seven,,Root,13
sever,sever,,Root,13
severe,severe,,Root,31
shabby,shabby,,Root,13
shadow,shadow,,Root,12
shepherd,shepherd,,Root,13
sherry,sherry,,Root,13
shimmy,shimmy,,Root,13
shiver,shiver,,Root,13
shoddy,shoddy,,Root,13
shovel,shovel,,Root,13
showman,show,man,Root+Root,13
shudder,shudder,,Root,13
shuffle,shuffle,,Root,13
sickle,sickle,,Root,13
sidle,sidle,,Root,13
silage,silage,,Root,13
silence,silence,,Root,13
silent,silent,,Root,13
silly,silly,,Root,13
silo,silo,,Root,13
simmer,simmer,,Root,13
sinus,sinus,,Root,13
siphon,siphon,,Root,13
sizzle,sizzle,,Root,13
skillet,skillet,,Root,13
slalom,slalom,,Root,13
slattern,slattern,,Root,13
slaughter,slaughter,,Root,13
sleazy,sleazy,,Root,13
slither,slither,,Root,13
sliver,sliver,,Root,13
slogan,slogan,,Root,13
smother,smother,,Root,13
smuggle,smuggle,,Root,13
snicker,snicker,,Root,13
sniffle,sniffle,,Root,13
snigger,snigger,,Root,13
snivel,snivel,,Root,13
snuffle,snuffle,,Root,13
soccer,soccer,,Root,13
social,social,,Root,13
socket,socket,,Root,13
sodden,sodden,,Root,13
sojourn,sojourn,,Root,13
solace,solace,,Root,13
solder,solder,,Root,13
solemn,solemn,,Root,13
solid,solid,,Root,13
solo,solo,,Root,12
sonar,sonar,,Root,13
sonic,sonic,,Root,13
sorrel,sorrel,,Root,13
sorrow,sorrow,,Root,13
sorry,sorry,,Root,13
southeast,south,east,Root+Root,21
sparrow,sparrow,,Root,13
spasm,spasm,,Root,13
special,special,,Root,13
specie,specie,,Root,13
species,species,,Root,13
specious,specious,,Root,13
spider,spider,,Root,13
spigot,spigot,,Root,13
spinet,spinet,,Root,31
spirit,spirit,,Root,13
splutter,splutter,,Root,13
sputter,sputter,,Root,13
sputum,sputum,,Root,13
squabble,squabble,,Root,13
squalid,squalid,,Root,13
squalor,squalor,,Root,13
squeamish,squeamish,,Root,13
squeegee,squeegee,,Root,13
squirrel,squirrel,,Root,13
stable,stable,,Root,13
stagger,stagger,,Root,13
stamen,stamen,,Root,13
stammer,stammer,,Root,13
staple,staple,,Root,13
station,station,,Root,13
statue,statue,,Root,12
stature,stature,,Root,13
status,status,,Root,13
statute,statute,,Root,13
steady,steady,,Root,13
steeple,steeple,,Root,13
sterile,sterile,,Root,13
stifle,stifle,,Root,13
stipend,stipend,,Root,13
stipple,stipple,,Root,13
stirrup,stir,up,Root+Root,13
stockade,stockade,,Root,31
stolid,stolid,,Root,13
stomach,stomach,,Root,13
storied,story,ed,Root,13
story,story,,Root,13
straddle,straddle,,Root,13
straggle,straggle,,Root,13
stratum,stratum,,Root,13
strident,strident,,Root,13
strophe,strophe,,Root,13
struggle,struggle,,Root,13
stubble,stubble,,Root,13
stucco,stucco,,Root,13
student,student,,Root,13
studied,studied,,Root,13
study,study,,Root,13
stupid,stupid,,Root,13
stupor,stupor,,Root,13
stutter,stutter,,Root,13
stymie,stymie,,Root,13
suburb,suburb,,Root,13
succor,succor,,Root,13
succumb,succumb,,Root,31
sudden,sudden,,Root,13
suffix,suffix,,Root,13
sugar,sugar,,Root,13
sullen,sullen,,Root,13
sully,sully,,Root,13
sumac,sumac,,Root,13
summit,summit,,Root,13
summon,summon,,Root,13
summons,summons,,Root,13
superb,superb,,Root,31
supper,supper,,Root,13
supple,supple,,Root,13
support,support,,Root,31
suppose,suppose,,Root,31
supposed,supposed,,Root,31
surrey,surrey,,Root,13
surround,surround,,Root,31
suture,suture,,Root,13
swaddle,swaddle,,Root,13
swagger,swagger,,Root,13
swallow,swallow,,Root,13
swivel,swivel,,Root,13
syrup,syrup,,Root,13
tabby,tabby,,Root,13
tabor,tabor,,Root,13
tabu,tabu,,Root,21
tacit,tacit,,Root,13
tackle,tackle,,Root,13
taffy,taffy,,Root,13
tailor,tailor,,Root,13
talent,talent,,Root,13
tallow,tallow,,Root,13
tally,tally,,Root,13
talon,talon,,Root,13
tannin,tannin,,Root,13
taper,taper,,Root,13
tapir,tapir,,Root,13
tariff,tariff,,Root,13
tassel,tassel,,Root,13
tattle,tattle,,Root,13
tattoo,tattoo,,Root,31
tavern,tavern,,Root,13
tawny,tawny,,Root,13
teeny,teeny,,Root,13
teeter,teeter,,Root,13
tenant,tenant,,Root,13
tenet,tenet,,Root,13
tennis,tennis,,Root,13
tenon,tenon,,Root,13
tenor,tenor,,Root,13
tepee,tepee,,Root,13
terrace,terrace,,Root,13
terrain,terrain,,Root,31
terror,terror,,Root,13
tether,tether,,Root,13
theorem,theorem,,Root,13
theory,theory,,Root,13
therein,there,in,Root+Root,31
thesis,thesis,,Root,13
thither,thither,,Root,13
thorough,thorough,,Root,13
thousand,thousand,,Root,13
throttle,throttle,,Root,13
thyroid,thyroid,,Root,13
tickle,tickle,,Root,13
tidy,tidy,,Root,13
tiger,tiger,,Root,13
timid,timid,,Root,13
tipple,tipple,,Root,13
tirade,tirade,,Root,31
tissue,tissue,,Root,12
titan,titan,,Root,13
titled,titled,,Root,13
titter,titter,,Root,13
tittle,tittle,,Root,13
today,today,,Root,31
toddle,toddle,,Root,13
toddy,toddy,,Root,13
toenail,toe,nail,Root+Root,12
toffy,toffy,,Root,13
toilet,toilet,,Root,13
toilette,toilette,,Root,31
