Cluster,Word,Response,jP_XC,jP_CX,jP_CCX,jP_CCCX,OnsetMax,Morph_XC,Morph_CX,Morph_CCX,Morph_CCCX,Frequency,P_stress,P_lax
"('G',)",rigging,CX,0.7698792607864963,0.23012073921350376,0,0,XC,0,1,0,0,14,True,True
"('G',)",rigging,X,0.7698792607864963,0.23012073921350376,0,0,XC,0,1,0,0,0,True,True
"('R',)",beret,XC,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,17,True,True
"('R',)",beret,CX,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,5,True,True
"('R',)",beret,X,0.8002271942738329,0.19977280572616696,0,0,XC,0.25,0.25,0,0,0,True,True
"('R', 'T', 'F')",artful,XC,0.0,0.0,1.0,0.0,CCX,0,0,1,0,0,True,False
"('R', 'T', 'F')",artful,CX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,1,True,False
"('R', 'T', 'F')",artful,CCX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,21,True,False
"('R', 'T', 'F')",artful,CCCX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,0,True,False
"('R', 'T', 'F')",artful,X,0.0,0.0,1.0,0.0,CCX,0,0,1,0,0,True,False
"('TH',)",hawthorn,XC,0.5541674119961965,0.44583258800380354,0,0,XC,1,0,0,0,20,True,True
"('TH',)",hawthorn,CX,0.5541674119961965,0.44583258800380354,0,0,XC,1,0,0,0,2,True,True
"('TH',)",hawthorn,X,0.5541674119961965,0.44583258800380354,0,0,XC,1,0,0,0,0,True,True
"('T',)",witty,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,15,True,True
"('T',)",witty,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,7,True,True
"('T',)",witty,X,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,0,True,True
"('K',)",cocaine,XC,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,22,False,False
"('K',)",cocaine,CX,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,0,False,False
"('K',)",cocaine,X,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,0,False,False
"('K', 'L')",checklist,XC,0.5475793250606604,0.4524206749393396,0.0,0,XC,0,1,0,0,1,True,True
"('K', 'L')",checklist,CX,0.5475793250606604,0.4524206749393396,0.0,0,XC,0,1,0,0,21,True,True
"('K', 'L')",checklist,CCX,0.5475793250606604,0.4524206749393396,0.0,0,XC,0,1,0,0,0,True,True
"('K', 'L')",checklist,X,0.5475793250606604,0.4524206749393396,0.0,0,XC,0,1,0,0,0,True,True
"('N', 'T', 'R')",centrist,XC,0.0,0.46131031887486096,0.538689681125139,0.0,CX,0,0,0,1,0,True,True
"('N', 'T', 'R')",centrist,CX,0.0,0.46131031887486096,0.538689681125139,0.0,CX,0,0,0,1,20,True,True
"('N', 'T', 'R')",centrist,CCX,0.0,0.46131031887486096,0.538689681125139,0.0,CX,0,0,0,1,2,True,True
"('N', 'T', 'R')",centrist,CCCX,0.0,0.46131031887486096,0.538689681125139,0.0,CX,0,0,0,1,0,True,True
"('N', 'T', 'R')",centrist,X,0.0,0.46131031887486096,0.538689681125139,0.0,CX,0,0,0,1,0,True,True
"('L', 'HH')",molehill,XC,0.0,1.0,0.0,0,CX,0,1,0,0,2,True,False
"('L', 'HH')",molehill,CX,0.0,1.0,0.0,0,CX,0,1,0,0,20,True,False
"('L', 'HH')",molehill,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,False
"('L', 'HH')",molehill,X,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,False
"('R',)",purist,XC,0.8002271942738329,0.19977280572616696,0,0,XC,0,1,0,0,3,True,True
"('R',)",purist,CX,0.8002271942738329,0.19977280572616696,0,0,XC,0,1,0,0,17,True,True
"('R',)",purist,X,0.8002271942738329,0.19977280572616696,0,0,XC,0,1,0,0,2,True,True
"('R', 'CH')",purchase,XC,0.0,0.5546812773044338,0.4453187226955661,0,CX,0.25,0.25,0.25,0,1,True,True
"('R', 'CH')",purchase,CX,0.0,0.5546812773044338,0.4453187226955661,0,CX,0.25,0.25,0.25,0,20,True,True
"('R', 'CH')",purchase,CCX,0.0,0.5546812773044338,0.4453187226955661,0,CX,0.25,0.25,0.25,0,1,True,True
"('R', 'CH')",purchase,X,0.0,0.5546812773044338,0.4453187226955661,0,CX,0.25,0.25,0.25,0,0,True,True
"('D', 'R')",quadrant,XC,0.29757992076719786,0.7024200792328021,0.0,0,XC,0.25,0.25,0.25,0,19,True,False
"('D', 'R')",quadrant,CX,0.29757992076719786,0.7024200792328021,0.0,0,XC,0.25,0.25,0.25,0,3,True,False
"('D', 'R')",quadrant,CCX,0.29757992076719786,0.7024200792328021,0.0,0,XC,0.25,0.25,0.25,0,0,True,False
"('D', 'R')",quadrant,X,0.29757992076719786,0.7024200792328021,0.0,0,XC,0.25,0.25,0.25,0,0,True,False
"('L',)",pylon,XC,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,21,True,False
"('L',)",pylon,CX,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,0,True,False
"('L',)",pylon,X,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,1,True,False
"('P',)",appoint,XC,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,22,False,True
"('P',)",appoint,CX,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,0,False,True
"('P',)",appoint,X,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,0,False,True
"('T',)",teeter,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,17,True,False
"('T',)",teeter,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,5,True,False
"('T',)",teeter,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0,True,False
"('S', 'T')",hostage,XC,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,13,True,False
"('S', 'T')",hostage,CX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,7,True,False
"('S', 'T')",hostage,CCX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,2,True,False
"('S', 'T')",hostage,X,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,0,True,False
"('K', 'R')",microbe,XC,0.47433953941376505,0.5256604605862348,0.0,0,XC,0.25,0.25,0.25,0,20,True,False
"('K', 'R')",microbe,CX,0.47433953941376505,0.5256604605862348,0.0,0,XC,0.25,0.25,0.25,0,2,True,False
"('K', 'R')",microbe,CCX,0.47433953941376505,0.5256604605862348,0.0,0,XC,0.25,0.25,0.25,0,0,True,False
"('K', 'R')",microbe,X,0.47433953941376505,0.5256604605862348,0.0,0,XC,0.25,0.25,0.25,0,0,True,False
"('R', 'L')",starling,XC,0.0,0.9473741757902192,0.052625824209780694,0,CX,0.25,0.25,0.25,0,0,True,False
"('R', 'L')",starling,CX,0.0,0.9473741757902192,0.052625824209780694,0,CX,0.25,0.25,0.25,0,21,True,False
"('R', 'L')",starling,CCX,0.0,0.9473741757902192,0.052625824209780694,0,CX,0.25,0.25,0.25,0,1,True,False
"('R', 'L')",starling,X,0.0,0.9473741757902192,0.052625824209780694,0,CX,0.25,0.25,0.25,0,0,True,False
"('R', 'T')",portage,XC,0.0,0.4795027770431103,0.5204972229568897,0,CX,0,0,1,0,0,True,True
"('R', 'T')",portage,CX,0.0,0.4795027770431103,0.5204972229568897,0,CX,0,0,1,0,19,True,True
"('R', 'T')",portage,CCX,0.0,0.4795027770431103,0.5204972229568897,0,CX,0,0,1,0,3,True,True
"('R', 'T')",portage,X,0.0,0.4795027770431103,0.5204972229568897,0,CX,0,0,1,0,0,True,True
"('R', 'DH')",swarthy,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True
"('R', 'DH')",swarthy,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,19,True,True
"('R', 'DH')",swarthy,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,2,True,True
"('R', 'DH')",swarthy,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1,True,True
"('S', 'T')",ouster,XC,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0,1,0,0,11,True,False
"('S', 'T')",ouster,CX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0,1,0,0,9,True,False
"('S', 'T')",ouster,CCX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0,1,0,0,2,True,False
"('S', 'T')",ouster,X,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0,1,0,0,0,True,False
"('M',)",cement,XC,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,20,False,True
"('M',)",cement,CX,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,2,False,True
"('M',)",cement,X,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,0,False,True
"('N', 'R')",unreal,XC,0.0,1.0,0.0,0,CX,0,1,0,0,2,False,True
"('N', 'R')",unreal,CX,0.0,1.0,0.0,0,CX,0,1,0,0,20,False,True
"('N', 'R')",unreal,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,0,False,True
"('N', 'R')",unreal,X,0.0,1.0,0.0,0,CX,0,1,0,0,0,False,True
"('K', 'S')",except,XC,0.0,0.7408317551546784,0.2591682448453216,0,CX,0.25,0.25,0.25,0,1,False,True
"('K', 'S')",except,CX,0.0,0.7408317551546784,0.2591682448453216,0,CX,0.25,0.25,0.25,0,20,False,True
"('K', 'S')",except,CCX,0.0,0.7408317551546784,0.2591682448453216,0,CX,0.25,0.25,0.25,0,1,False,True
"('K', 'S')",except,X,0.0,0.7408317551546784,0.2591682448453216,0,CX,0.25,0.25,0.25,0,0,False,True
"('S',)",posse,XC,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,18,True,False
"('S',)",posse,CX,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,4,True,False
"('S',)",posse,X,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,0,True,False
"('K',)",locket,XC,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,17,True,False
"('K',)",locket,CX,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,5,True,False
"('K',)",locket,X,0.6891478535557146,0.3108521464442854,0,0,XC,0.25,0.25,0,0,0,True,False
"('M',)",bomber,XC,0.6709716053288722,0.3290283946711278,0,0,XC,1,0,0,0,8,True,False
"('M',)",bomber,CX,0.6709716053288722,0.3290283946711278,0,0,XC,1,0,0,0,14,True,False
"('M',)",bomber,X,0.6709716053288722,0.3290283946711278,0,0,XC,1,0,0,0,0,True,False
"('S',)",precept,XC,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,21,True,False
"('S',)",precept,CX,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,1,True,False
"('S',)",precept,X,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,0,True,False
"('L',)",prelude,XC,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,20,True,False
"('L',)",prelude,CX,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,2,True,False
"('L',)",prelude,X,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,0,True,False
"('F',)",prefer,XC,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,22,False,True
"('F',)",prefer,CX,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,0,False,True
"('F',)",prefer,X,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,0,False,True
"('N', 'T')",bounty,XC,0.0,0.3833939322691433,0.6166060677308568,0,CX,0.25,0.25,0.25,0,1,True,False
"('N', 'T')",bounty,CX,0.0,0.3833939322691433,0.6166060677308568,0,CX,0.25,0.25,0.25,0,21,True,False
"('N', 'T')",bounty,CCX,0.0,0.3833939322691433,0.6166060677308568,0,CX,0.25,0.25,0.25,0,0,True,False
"('N', 'T')",bounty,X,0.0,0.3833939322691433,0.6166060677308568,0,CX,0.25,0.25,0.25,0,0,True,False
"('F',)",prefect,XC,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,22,True,False
"('F',)",prefect,CX,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,0,True,False
"('F',)",prefect,X,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,0,True,False
"('Z',)",posit,XC,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,16,True,False
"('Z',)",posit,CX,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,6,True,False
"('Z',)",posit,X,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,0,True,False
"('N', 'S', 'M')",mincemeat,XC,0.0,0.1467039172561375,0.8532960827438626,0.0,CX,0,0,1,0,0,True,True
"('N', 'S', 'M')",mincemeat,CX,0.0,0.1467039172561375,0.8532960827438626,0.0,CX,0,0,1,0,3,True,True
"('N', 'S', 'M')",mincemeat,CCX,0.0,0.1467039172561375,0.8532960827438626,0.0,CX,0,0,1,0,19,True,True
"('N', 'S', 'M')",mincemeat,CCCX,0.0,0.1467039172561375,0.8532960827438626,0.0,CX,0,0,1,0,0,True,True
"('N', 'S', 'M')",mincemeat,X,0.0,0.1467039172561375,0.8532960827438626,0.0,CX,0,0,1,0,0,True,True
"('T',)",sweeten,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,12,True,False
"('T',)",sweeten,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,10,True,False
"('T',)",sweeten,X,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,0,True,False
"('SH', 'M')",mishmash,XC,0.0,1.0,0.0,0,CX,0,1,0,0,3,True,True
"('SH', 'M')",mishmash,CX,0.0,1.0,0.0,0,CX,0,1,0,0,19,True,True
"('SH', 'M')",mishmash,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,True
"('SH', 'M')",mishmash,X,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,True
"('S', 'P', 'R')",misprint,XC,0.12145730847856324,0.8602115206900092,0.018331170831427535,0.0,XC,0,1,0,0,0,True,True
"('S', 'P', 'R')",misprint,CX,0.12145730847856324,0.8602115206900092,0.018331170831427535,0.0,XC,0,1,0,0,22,True,True
"('S', 'P', 'R')",misprint,CCX,0.12145730847856324,0.8602115206900092,0.018331170831427535,0.0,XC,0,1,0,0,0,True,True
"('S', 'P', 'R')",misprint,CCCX,0.12145730847856324,0.8602115206900092,0.018331170831427535,0.0,XC,0,1,0,0,0,True,True
"('S', 'P', 'R')",misprint,X,0.12145730847856324,0.8602115206900092,0.018331170831427535,0.0,XC,0,1,0,0,0,True,True
"('Z',)",presence,XC,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,15,True,True
"('Z',)",presence,CX,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,7,True,True
"('Z',)",presence,X,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,0,True,True
"('D',)",bodice,XC,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,18,True,False
"('D',)",bodice,CX,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,4,True,False
"('D',)",bodice,X,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,0,True,False
"('S', 'CH')",posture,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,5,True,False
"('S', 'CH')",posture,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,16,True,False
"('S', 'CH')",posture,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1,True,False
"('S', 'CH')",posture,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,False
"('T',)",writer,XC,0.3417896651459582,0.6582103348540418,0,0,XC,1,0,0,0,20,True,False
"('T',)",writer,CX,0.3417896651459582,0.6582103348540418,0,0,XC,1,0,0,0,2,True,False
"('T',)",writer,X,0.3417896651459582,0.6582103348540418,0,0,XC,1,0,0,0,0,True,False
"('Z',)",losing,XC,0.15029204587351797,0.849707954126482,0,0,XC,0,1,0,0,16,True,False
"('Z',)",losing,CX,0.15029204587351797,0.849707954126482,0,0,XC,0,1,0,0,6,True,False
"('Z',)",losing,X,0.15029204587351797,0.849707954126482,0,0,XC,0,1,0,0,0,True,False
"('S', 'T', 'P')",postpone,XC,0.0,0.0,1.0,0.0,CCX,0.25,0.25,0.25,0.25,2,False,False
"('S', 'T', 'P')",postpone,CX,0.0,0.0,1.0,0.0,CCX,0.25,0.25,0.25,0.25,6,False,False
"('S', 'T', 'P')",postpone,CCX,0.0,0.0,1.0,0.0,CCX,0.25,0.25,0.25,0.25,14,False,False
"('S', 'T', 'P')",postpone,CCCX,0.0,0.0,1.0,0.0,CCX,0.25,0.25,0.25,0.25,0,False,False
"('S', 'T', 'P')",postpone,X,0.0,0.0,1.0,0.0,CCX,0.25,0.25,0.25,0.25,0,False,False
"('T',)",motif,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,22,False,False
"('T',)",motif,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0,False,False
"('T',)",motif,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0,False,False
"('L',)",belief,XC,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,21,False,True
"('L',)",belief,CX,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,1,False,True
"('L',)",belief,X,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,0,False,True
"('T', 'F')",pratfall,XC,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,True
"('T', 'F')",pratfall,CX,0.0,1.0,0.0,0,CX,0,1,0,0,21,True,True
"('T', 'F')",pratfall,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,1,True,True
"('T', 'F')",pratfall,X,0.0,1.0,0.0,0,CX,0,1,0,0,0,True,True
"('T', 'S', 'W')",boatswain,XC,0.0,0.9965892677242768,0.003410732275723112,0.0,CX,0,1,0,0,17,True,False
"('T', 'S', 'W')",boatswain,CX,0.0,0.9965892677242768,0.003410732275723112,0.0,CX,0,1,0,0,4,True,False
"('T', 'S', 'W')",boatswain,CCX,0.0,0.9965892677242768,0.003410732275723112,0.0,CX,0,1,0,0,0,True,False
"('T', 'S', 'W')",boatswain,CCCX,0.0,0.9965892677242768,0.003410732275723112,0.0,CX,0,1,0,0,0,True,False
"('T', 'S', 'W')",boatswain,X,0.0,0.9965892677242768,0.003410732275723112,0.0,CX,0,1,0,0,1,True,False
"('T',)",praetor,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,16,True,False
"('T',)",praetor,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,6,True,False
"('T',)",praetor,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0,True,False
"('B',)",bobbin,XC,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,16,True,False
"('B',)",bobbin,CX,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,6,True,False
"('B',)",bobbin,X,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,0,True,False
"('L', 'T', 'R')",poultry,XC,0.0,0.88517898672896,0.11482101327104001,0.0,CX,0.25,0.25,0.25,0.25,0,True,False
"('L', 'T', 'R')",poultry,CX,0.0,0.88517898672896,0.11482101327104001,0.0,CX,0.25,0.25,0.25,0.25,22,True,False
"('L', 'T', 'R')",poultry,CCX,0.0,0.88517898672896,0.11482101327104001,0.0,CX,0.25,0.25,0.25,0.25,0,True,False
"('L', 'T', 'R')",poultry,CCCX,0.0,0.88517898672896,0.11482101327104001,0.0,CX,0.25,0.25,0.25,0.25,0,True,False
"('L', 'T', 'R')",poultry,X,0.0,0.88517898672896,0.11482101327104001,0.0,CX,0.25,0.25,0.25,0.25,0,True,False
"('L', 'T')",poultice,XC,0.0,0.8484270043009713,0.15157299569902866,0,CX,0.25,0.25,0.25,0,0,True,False
"('L', 'T')",poultice,CX,0.0,0.8484270043009713,0.15157299569902866,0,CX,0.25,0.25,0.25,0,22,True,False
"('L', 'T')",poultice,CCX,0.0,0.8484270043009713,0.15157299569902866,0,CX,0.25,0.25,0.25,0,0,True,False
"('L', 'T')",poultice,X,0.0,0.8484270043009713,0.15157299569902866,0,CX,0.25,0.25,0.25,0,0,True,False
"('D',)",product,XC,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,22,True,False
"('D',)",product,CX,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,0,True,False
"('D',)",product,X,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,0,True,False
"('N', 'SH')",censure,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True
"('N', 'SH')",censure,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,22,True,True
"('N', 'SH')",censure,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True
"('N', 'SH')",censure,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True
"('N',)",miner,XC,0.16133575606010916,0.8386642439398908,0,0,XC,1,0,0,0,19,True,False
"('N',)",miner,CX,0.16133575606010916,0.8386642439398908,0,0,XC,1,0,0,0,3,True,False
"('N',)",miner,X,0.16133575606010916,0.8386642439398908,0,0,XC,1,0,0,0,0,True,False
"('N',)",coney,XC,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,21,True,False
"('N',)",coney,CX,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,1,True,False
"('N',)",coney,X,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,0,True,False
"('NG', 'K')",blanket,XC,0.0,0.3890661044823895,0.6109338955176106,0,CX,0.25,0.25,0.25,0,2,True,True
"('NG', 'K')",blanket,CX,0.0,0.3890661044823895,0.6109338955176106,0,CX,0.25,0.25,0.25,0,18,True,True
"('NG', 'K')",blanket,CCX,0.0,0.3890661044823895,0.6109338955176106,0,CX,0.25,0.25,0.25,0,2,True,True
"('NG', 'K')",blanket,X,0.0,0.3890661044823895,0.6109338955176106,0,CX,0.25,0.25,0.25,0,0,True,True
"('T',)",blatant,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,19,True,False
"('T',)",blatant,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,3,True,False
"('T',)",blatant,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0,True,False
"('T',)",bitters,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,17,True,True
"('T',)",bitters,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,5,True,True
"('T',)",bitters,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0,True,True
"('N', 'Y')",canyon,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True
"('N', 'Y')",canyon,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,21,True,True
"('N', 'Y')",canyon,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1,True,True
"('N', 'Y')",canyon,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0,True,True
"('M',)",promise,XC,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,19,True,False
"('M',)",promise,CX,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,3,True,False
"('M',)",promise,X,0.6709716053288722,0.3290283946711278,0,0,XC,0.25,0.25,0,0,0,True,False
"('L',)",prolong,XC,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,22,False,True
"('L',)",prolong,CX,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,0,False,True
"('L',)",prolong,X,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,0,False,True
"('L',)",millet,XC,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,5,True,True
"('L',)",millet,CX,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,16,True,True
"('L',)",millet,X,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,1,True,True
"('G', 'R')",progress,XC,0.8576185523386181,0.14238144766138183,0.0,0,XC,0.25,0.25,0.25,0,17,True,False
"('G', 'R')",progress,CX,0.8576185523386181,0.14238144766138183,0.0,0,XC,0.25,0.25,0.25,0,5,True,False
"('G', 'R')",progress,CCX,0.8576185523386181,0.14238144766138183,0.0,0,XC,0.25,0.25,0.25,0,0,True,False
"('G', 'R')",progress,X,0.8576185523386181,0.14238144766138183,0.0,0,XC,0.25,0.25,0.25,0,0,True,False
"('SH',)",bishop,XC,0.5459654871851051,0.45403451281489493,0,0,XC,0.25,0.25,0,0,12,True,True
"('SH',)",bishop,CX,0.5459654871851051,0.45403451281489493,0,0,XC,0.25,0.25,0,0,10,True,True
"('SH',)",bishop,X,0.5459654871851051,0.45403451281489493,0,0,XC,0.25,0.25,0,0,0,True,True
"('F',)",profess,XC,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,20,False,True
"('F',)",profess,CX,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,2,False,True
"('F',)",profess,X,0.8541418381685908,0.1458581618314093,0,0,XC,0.25,0.25,0,0,0,False,True
"('K', 'T')",practice,XC,0.0,0.4823521675516612,0.5176478324483388,0,CX,0.25,0.25,0.25,0,2,True,True
"('K', 'T')",practice,CX,0.0,0.4823521675516612,0.5176478324483388,0,CX,0.25,0.25,0.25,0,18,True,True
"('K', 'T')",practice,CCX,0.0,0.4823521675516612,0.5176478324483388,0,CX,0.25,0.25,0.25,0,2,True,True
"('K', 'T')",practice,X,0.0,0.4823521675516612,0.5176478324483388,0,CX,0.25,0.25,0.25,0,0,True,True
"('S', 'T')",prestige,XC,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,11,False,True
"('S', 'T')",prestige,CX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,11,False,True
"('S', 'T')",prestige,CCX,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,0,False,True
"('S', 'T')",prestige,X,0.3173607265365571,0.17863192208840717,0.5040073513750357,0,XC,0.25,0.25,0.25,0,0,False,True
"('T',)",pretty,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,16,True,True
"('T',)",pretty,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,6,True,True
"('T',)",pretty,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0,True,True
"('T',)",pretext,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,22,True,False
"('T',)",pretext,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0,True,False
