Cluster,Word,Response,jP_XC,jP_CX,jP_CCX,jP_CCCX,OnsetMax,Morph_XC,Morph_CX,Morph_CCX,Morph_CCCX,Frequency
"('S', 'K')",casket,CCX,0.25312729070510015,0.6894445865304853,0.057428122764414474,0,XC,0.25,0.25,0.25,0,3
"('S', 'K')",casket,X,0.25312729070510015,0.6894445865304853,0.057428122764414474,0,XC,0.25,0.25,0.25,0,0
"('P',)",opaque,XC,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,21
"('P',)",opaque,CX,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,1
"('P',)",opaque,X,0.8501439384006303,0.14985606159936973,0,0,XC,0.25,0.25,0,0,0
"('SH',)",cachet,XC,0.5459654871851051,0.45403451281489493,0,0,XC,0.25,0.25,0,0,13
"('SH',)",cachet,CX,0.5459654871851051,0.45403451281489493,0,0,XC,0.25,0.25,0,0,7
"('SH',)",cachet,X,0.5459654871851051,0.45403451281489493,0,0,XC,0.25,0.25,0,0,2
"('N',)",tenor,XC,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,11
"('N',)",tenor,CX,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,11
"('N',)",tenor,X,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,0
"('L',)",palette,XC,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,10
"('L',)",palette,CX,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,12
"('L',)",palette,X,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,0
"('G',)",auger,XC,0.7698792607864963,0.23012073921350376,0,0,XC,0.25,0.25,0,0,21
"('G',)",auger,CX,0.7698792607864963,0.23012073921350376,0,0,XC,0.25,0.25,0,0,1
"('G',)",auger,X,0.7698792607864963,0.23012073921350376,0,0,XC,0.25,0.25,0,0,0
"('Z', 'L')",paisley,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,9
"('Z', 'L')",paisley,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,13
"('Z', 'L')",paisley,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('Z', 'L')",paisley,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('D', 'R')",cadre,XC,0.29757992076719786,0.7024200792328021,0.0,0,XC,0.25,0.25,0.25,0,10
"('D', 'R')",cadre,CX,0.29757992076719786,0.7024200792328021,0.0,0,XC,0.25,0.25,0.25,0,12
"('D', 'R')",cadre,CCX,0.29757992076719786,0.7024200792328021,0.0,0,XC,0.25,0.25,0.25,0,0
"('D', 'R')",cadre,X,0.29757992076719786,0.7024200792328021,0.0,0,XC,0.25,0.25,0.25,0,0
"('SH',)",quotient,XC,0.5459654871851051,0.45403451281489493,0,0,XC,0.25,0.25,0,0,21
"('SH',)",quotient,CX,0.5459654871851051,0.45403451281489493,0,0,XC,0.25,0.25,0,0,1
"('SH',)",quotient,X,0.5459654871851051,0.45403451281489493,0,0,XC,0.25,0.25,0,0,0
"('D',)",siding,XC,0.6414686808130189,0.3585313191869811,0,0,XC,0,1,0,0,15
"('D',)",siding,CX,0.6414686808130189,0.3585313191869811,0,0,XC,0,1,0,0,7
"('D',)",siding,X,0.6414686808130189,0.3585313191869811,0,0,XC,0,1,0,0,0
"('N', 'Y')",menu,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,3
"('N', 'Y')",menu,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,19
"('N', 'Y')",menu,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('N', 'Y')",menu,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('N', 'D')",pander,XC,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,1
"('N', 'D')",pander,CX,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,20
"('N', 'D')",pander,CCX,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,1
"('N', 'D')",pander,X,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,0
"('N', 'D')",panda,XC,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,1
"('N', 'D')",panda,CX,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,19
"('N', 'D')",panda,CCX,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,2
"('N', 'D')",panda,X,0.0,0.8386634243321687,0.16133657566783127,0,CX,0.25,0.25,0.25,0,0
"('B',)",caboose,XC,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,21
"('B',)",caboose,CX,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,1
"('B',)",caboose,X,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,0
"('S', 'T', 'R')",castrate,XC,0.3218859361188506,0.22243335590556876,0.45568070797558063,0.0,CX,0.25,0.25,0.25,0.25,6
"('S', 'T', 'R')",castrate,CX,0.3218859361188506,0.22243335590556876,0.45568070797558063,0.0,CX,0.25,0.25,0.25,0.25,14
"('S', 'T', 'R')",castrate,CCX,0.3218859361188506,0.22243335590556876,0.45568070797558063,0.0,CX,0.25,0.25,0.25,0.25,2
"('S', 'T', 'R')",castrate,CCCX,0.3218859361188506,0.22243335590556876,0.45568070797558063,0.0,CX,0.25,0.25,0.25,0.25,0
"('S', 'T', 'R')",castrate,X,0.3218859361188506,0.22243335590556876,0.45568070797558063,0.0,CX,0.25,0.25,0.25,0.25,0
"('M', 'P')",pamper,XC,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,0
"('M', 'P')",pamper,CX,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,20
"('M', 'P')",pamper,CCX,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,2
"('M', 'P')",pamper,X,0.0,0.7518780611792045,0.24812193882079542,0,CX,0.25,0.25,0.25,0,0
"('N',)",venal,XC,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,18
"('N',)",venal,CX,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,4
"('N',)",venal,X,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,0
"('R', 'N')",mourning,XC,0.0,0.6143303039084806,0.38566969609151935,0,CX,0,0,1,0,0
"('R', 'N')",mourning,CX,0.0,0.6143303039084806,0.38566969609151935,0,CX,0,0,1,0,18
"('R', 'N')",mourning,CCX,0.0,0.6143303039084806,0.38566969609151935,0,CX,0,0,1,0,4
"('R', 'N')",mourning,X,0.0,0.6143303039084806,0.38566969609151935,0,CX,0,0,1,0,0
"('R',)",storage,XC,0.8002271942738329,0.19977280572616696,0,0,XC,0,1,0,0,4
"('R',)",storage,CX,0.8002271942738329,0.19977280572616696,0,0,XC,0,1,0,0,18
"('R',)",storage,X,0.8002271942738329,0.19977280572616696,0,0,XC,0,1,0,0,0
"('T', 'S')",outside,XC,0.0,0.997522947973852,0.002477052026148003,0,CX,0,1,0,0,3
"('T', 'S')",outside,CX,0.0,0.997522947973852,0.002477052026148003,0,CX,0,1,0,0,19
"('T', 'S')",outside,CCX,0.0,0.997522947973852,0.002477052026148003,0,CX,0,1,0,0,0
"('T', 'S')",outside,X,0.0,0.997522947973852,0.002477052026148003,0,CX,0,1,0,0,0
"('TH',)",python,XC,0.5541674119961965,0.44583258800380354,0,0,XC,0.25,0.25,0,0,20
"('TH',)",python,CX,0.5541674119961965,0.44583258800380354,0,0,XC,0.25,0.25,0,0,2
"('TH',)",python,X,0.5541674119961965,0.44583258800380354,0,0,XC,0.25,0.25,0,0,0
"('R', 'F')",prayerful,XC,0.0,0.945323613086771,0.054676386913229014,0,CX,0,1,0,0,0
"('R', 'F')",prayerful,CX,0.0,0.945323613086771,0.054676386913229014,0,CX,0,1,0,0,22
"('R', 'F')",prayerful,CCX,0.0,0.945323613086771,0.054676386913229014,0,CX,0,1,0,0,0
"('R', 'F')",prayerful,X,0.0,0.945323613086771,0.054676386913229014,0,CX,0,1,0,0,0
"('T', 'S')",outset,XC,0.0,0.997522947973852,0.002477052026148003,0,CX,0,1,0,0,1
"('T', 'S')",outset,CX,0.0,0.997522947973852,0.002477052026148003,0,CX,0,1,0,0,21
"('T', 'S')",outset,CCX,0.0,0.997522947973852,0.002477052026148003,0,CX,0,1,0,0,0
"('T', 'S')",outset,X,0.0,0.997522947973852,0.002477052026148003,0,CX,0,1,0,0,0
"('T', 'R')",outrage,XC,0.41696854101388486,0.5830314589861152,0.0,0,XC,0,1,0,0,1
"('T', 'R')",outrage,CX,0.41696854101388486,0.5830314589861152,0.0,0,XC,0,1,0,0,21
"('T', 'R')",outrage,CCX,0.41696854101388486,0.5830314589861152,0.0,0,XC,0,1,0,0,0
"('T', 'R')",outrage,X,0.41696854101388486,0.5830314589861152,0.0,0,XC,0,1,0,0,0
"('T', 'P')",outpost,XC,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('T', 'P')",outpost,CX,0.0,1.0,0.0,0,CX,0,1,0,0,22
"('T', 'P')",outpost,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('T', 'P')",outpost,X,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('D',)",muddle,XC,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,13
"('D',)",muddle,CX,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,9
"('D',)",muddle,X,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,0
"('T',)",retard,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,21
"('T',)",retard,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,1
"('T',)",retard,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0
"('K',)",packet,XC,0.6891478535557146,0.3108521464442854,0,0,XC,0,1,0,0,13
"('K',)",packet,CX,0.6891478535557146,0.3108521464442854,0,0,XC,0,1,0,0,9
"('K',)",packet,X,0.6891478535557146,0.3108521464442854,0,0,XC,0,1,0,0,0
"('L', 'P')",scalpel,XC,0.0,0.9878194237828227,0.012180576217177363,0,CX,0.25,0.25,0.25,0,0
"('L', 'P')",scalpel,CX,0.0,0.9878194237828227,0.012180576217177363,0,CX,0.25,0.25,0.25,0,20
"('L', 'P')",scalpel,CCX,0.0,0.9878194237828227,0.012180576217177363,0,CX,0.25,0.25,0.25,0,2
"('L', 'P')",scalpel,X,0.0,0.9878194237828227,0.012180576217177363,0,CX,0.25,0.25,0.25,0,0
"('K',)",packer,XC,0.6891478535557146,0.3108521464442854,0,0,XC,1,0,0,0,16
"('K',)",packer,CX,0.6891478535557146,0.3108521464442854,0,0,XC,1,0,0,0,6
"('K',)",packer,X,0.6891478535557146,0.3108521464442854,0,0,XC,1,0,0,0,0
"('L',)",ballast,XC,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,10
"('L',)",ballast,CX,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,10
"('L',)",ballast,X,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,2
"('V',)",ravage,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,14
"('V',)",ravage,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,8
"('V',)",ravage,X,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0
"('V',)",ovum,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,19
"('V',)",ovum,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,3
"('V',)",ovum,X,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0
"('D',)",cadet,XC,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,22
"('D',)",cadet,CX,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,0
"('D',)",cadet,X,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,0
"('K', 'S')",oxen,XC,0.0,0.7408317551546784,0.2591682448453216,0,CX,0,0,1,0,5
"('K', 'S')",oxen,CX,0.0,0.7408317551546784,0.2591682448453216,0,CX,0,0,1,0,14
"('K', 'S')",oxen,CCX,0.0,0.7408317551546784,0.2591682448453216,0,CX,0,0,1,0,3
"('K', 'S')",oxen,X,0.0,0.7408317551546784,0.2591682448453216,0,CX,0,0,1,0,0
"('TH', 'P')",mouthpiece,XC,0.0,1.0,0.0,0,CX,0,1,0,0,1
"('TH', 'P')",mouthpiece,CX,0.0,1.0,0.0,0,CX,0,1,0,0,20
"('TH', 'P')",mouthpiece,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,1
"('TH', 'P')",mouthpiece,X,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('R',)",errant,XC,0.8002271942738329,0.19977280572616696,0,0,XC,0,1,0,0,5
"('R',)",errant,CX,0.8002271942738329,0.19977280572616696,0,0,XC,0,1,0,0,17
"('R',)",errant,X,0.8002271942738329,0.19977280572616696,0,0,XC,0,1,0,0,0
"('B', 'V')",subvert,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,3
"('B', 'V')",subvert,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,19
"('B', 'V')",subvert,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('B', 'V')",subvert,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('D',)",nadir,XC,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,21
"('D',)",nadir,CX,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,1
"('D',)",nadir,X,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,0
"('V',)",liven,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0,1,0,0,14
"('V',)",liven,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0,1,0,0,8
"('V',)",liven,X,0.5401753672482296,0.4598246327517703,0,0,XC,0,1,0,0,0
"('F', 'T')",nifty,XC,0.0,0.36062378167641324,0.6393762183235867,0,CX,0.25,0.25,0.25,0,1
"('F', 'T')",nifty,CX,0.0,0.36062378167641324,0.6393762183235867,0,CX,0.25,0.25,0.25,0,21
"('F', 'T')",nifty,CCX,0.0,0.36062378167641324,0.6393762183235867,0,CX,0.25,0.25,0.25,0,0
"('F', 'T')",nifty,X,0.0,0.36062378167641324,0.6393762183235867,0,CX,0.25,0.25,0.25,0,0
"('R', 'K')",carcass,XC,0.0,0.8225193593381752,0.1774806406618248,0,CX,0.25,0.25,0.25,0,0
"('R', 'K')",carcass,CX,0.0,0.8225193593381752,0.1774806406618248,0,CX,0.25,0.25,0.25,0,21
"('R', 'K')",carcass,CCX,0.0,0.8225193593381752,0.1774806406618248,0,CX,0.25,0.25,0.25,0,1
"('R', 'K')",carcass,X,0.0,0.8225193593381752,0.1774806406618248,0,CX,0.25,0.25,0.25,0,0
"('D',)",needy,XC,0.6414686808130189,0.3585313191869811,0,0,XC,0,1,0,0,18
"('D',)",needy,CX,0.6414686808130189,0.3585313191869811,0,0,XC,0,1,0,0,4
"('D',)",needy,X,0.6414686808130189,0.3585313191869811,0,0,XC,0,1,0,0,0
"('M', 'L')",nameless,XC,0.0,1.0,0.0,0,CX,0,1,0,0,1
"('M', 'L')",nameless,CX,0.0,1.0,0.0,0,CX,0,1,0,0,20
"('M', 'L')",nameless,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,1
"('M', 'L')",nameless,X,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('R', 'B')",carboy,XC,0.0,0.9278750302963965,0.07212496970360352,0,CX,0.25,0.25,0.25,0,0
"('R', 'B')",carboy,CX,0.0,0.9278750302963965,0.07212496970360352,0,CX,0.25,0.25,0.25,0,22
"('R', 'B')",carboy,CCX,0.0,0.9278750302963965,0.07212496970360352,0,CX,0.25,0.25,0.25,0,0
"('R', 'B')",carboy,X,0.0,0.9278750302963965,0.07212496970360352,0,CX,0.25,0.25,0.25,0,0
"('L',)",squalid,XC,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,14
"('L',)",squalid,CX,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,8
"('L',)",squalid,X,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,0
"('N', 'S', 'T')",nonstop,XC,0.0,0.7196415476733512,0.26437880003926345,0.015979652287385456,CX,0,1,0,0,0
"('N', 'S', 'T')",nonstop,CX,0.0,0.7196415476733512,0.26437880003926345,0.015979652287385456,CX,0,1,0,0,22
"('N', 'S', 'T')",nonstop,CCX,0.0,0.7196415476733512,0.26437880003926345,0.015979652287385456,CX,0,1,0,0,0
"('N', 'S', 'T')",nonstop,CCCX,0.0,0.7196415476733512,0.26437880003926345,0.015979652287385456,CX,0,1,0,0,0
"('N', 'S', 'T')",nonstop,X,0.0,0.7196415476733512,0.26437880003926345,0.015979652287385456,CX,0,1,0,0,0
"('R', 'T')",party,XC,0.0,0.4795027770431103,0.5204972229568897,0,CX,0.25,0.25,0.25,0,0
"('R', 'T')",party,CX,0.0,0.4795027770431103,0.5204972229568897,0,CX,0.25,0.25,0.25,0,22
"('R', 'T')",party,CCX,0.0,0.4795027770431103,0.5204972229568897,0,CX,0.25,0.25,0.25,0,0
"('R', 'T')",party,X,0.0,0.4795027770431103,0.5204972229568897,0,CX,0.25,0.25,0.25,0,0
"('T', 'R')",nitrous,XC,0.41696854101388486,0.5830314589861152,0.0,0,XC,0,0,1,0,22
"('T', 'R')",nitrous,CX,0.41696854101388486,0.5830314589861152,0.0,0,XC,0,0,1,0,0
"('T', 'R')",nitrous,CCX,0.41696854101388486,0.5830314589861152,0.0,0,XC,0,0,1,0,0
"('T', 'R')",nitrous,X,0.41696854101388486,0.5830314589861152,0.0,0,XC,0,0,1,0,0
"('P', 'SH')",caption,XC,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1
"('P', 'SH')",caption,CX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,20
"('P', 'SH')",caption,CCX,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,1
"('P', 'SH')",caption,X,0.0,1.0,0.0,0,CX,0.25,0.25,0.25,0,0
"('N', 'T')",nineteen,XC,0.0,0.3833939322691433,0.6166060677308568,0,CX,0,1,0,0,2
"('N', 'T')",nineteen,CX,0.0,0.3833939322691433,0.6166060677308568,0,CX,0,1,0,0,19
"('N', 'T')",nineteen,CCX,0.0,0.3833939322691433,0.6166060677308568,0,CX,0,1,0,0,1
"('N', 'T')",nineteen,X,0.0,0.3833939322691433,0.6166060677308568,0,CX,0,1,0,0,0
"('P', 'T')",captain,XC,0.0,0.5128712871287129,0.487128712871287,0,CX,0.25,0.25,0.25,0,3
"('P', 'T')",captain,CX,0.0,0.5128712871287129,0.487128712871287,0,CX,0.25,0.25,0.25,0,18
"('P', 'T')",captain,CCX,0.0,0.5128712871287129,0.487128712871287,0,CX,0.25,0.25,0.25,0,1
"('P', 'T')",captain,X,0.0,0.5128712871287129,0.487128712871287,0,CX,0.25,0.25,0.25,0,0
"('N',)",ninny,XC,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,17
"('N',)",ninny,CX,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,5
"('N',)",ninny,X,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,0
"('Z',)",nasal,XC,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,18
"('Z',)",nasal,CX,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,4
"('Z',)",nasal,X,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,0
"('B',)",label,XC,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,21
"('B',)",label,CX,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,1
"('B',)",label,X,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,0
"('D', 'L')",needless,XC,0.0,1.0,0.0,0,CX,0,1,0,0,2
"('D', 'L')",needless,CX,0.0,1.0,0.0,0,CX,0,1,0,0,19
"('D', 'L')",needless,CCX,0.0,1.0,0.0,0,CX,0,1,0,0,0
"('D', 'L')",needless,X,0.0,1.0,0.0,0,CX,0,1,0,0,1
"('S',)",dissent,XC,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,14
"('S',)",dissent,CX,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,8
"('S',)",dissent,X,0.5935656925793876,0.40643430742061243,0,0,XC,0.25,0.25,0,0,0
"('G',)",pagan,XC,0.7698792607864963,0.23012073921350376,0,0,XC,0.25,0.25,0,0,19
"('G',)",pagan,CX,0.7698792607864963,0.23012073921350376,0,0,XC,0.25,0.25,0,0,3
"('G',)",pagan,X,0.7698792607864963,0.23012073921350376,0,0,XC,0.25,0.25,0,0,0
"('T', 'S')",nazi,XC,0.0,0.997522947973852,0.002477052026148003,0,CX,0.25,0.25,0.25,0,10
"('T', 'S')",nazi,CX,0.0,0.997522947973852,0.002477052026148003,0,CX,0.25,0.25,0.25,0,11
"('T', 'S')",nazi,CCX,0.0,0.997522947973852,0.002477052026148003,0,CX,0.25,0.25,0.25,0,1
"('T', 'S')",nazi,X,0.0,0.997522947973852,0.002477052026148003,0,CX,0.25,0.25,0.25,0,0
"('V',)",navy,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,20
"('V',)",navy,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,2
"('V',)",navy,X,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0
"('Z',)",newsy,XC,0.15029204587351797,0.849707954126482,0,0,XC,0,1,0,0,19
"('Z',)",newsy,CX,0.15029204587351797,0.849707954126482,0,0,XC,0,1,0,0,3
"('Z',)",newsy,X,0.15029204587351797,0.849707954126482,0,0,XC,0,1,0,0,0
"('P',)",topple,XC,0.8501439384006303,0.14985606159936973,0,0,XC,0,1,0,0,11
"('P',)",topple,CX,0.8501439384006303,0.14985606159936973,0,0,XC,0,1,0,0,11
"('P',)",topple,X,0.8501439384006303,0.14985606159936973,0,0,XC,0,1,0,0,0
"('D',)",oodles,XC,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,17
"('D',)",oodles,CX,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,5
"('D',)",oodles,X,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,0
"('R',)",carriage,XC,0.8002271942738329,0.19977280572616696,0,0,XC,0,1,0,0,5
"('R',)",carriage,CX,0.8002271942738329,0.19977280572616696,0,0,XC,0,1,0,0,17
"('R',)",carriage,X,0.8002271942738329,0.19977280572616696,0,0,XC,0,1,0,0,0
"('T',)",neuter,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,21
"('T',)",neuter,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,1
"('T',)",neuter,X,0.3417896651459582,0.6582103348540418,0,0,XC,0.25,0.25,0,0,0
"('T',)",netting,XC,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,10
"('T',)",netting,CX,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,12
"('T',)",netting,X,0.3417896651459582,0.6582103348540418,0,0,XC,0,1,0,0,0
"('R', 'N')",carnage,XC,0.0,0.6143303039084806,0.38566969609151935,0,CX,0.25,0.25,0.25,0,0
"('R', 'N')",carnage,CX,0.0,0.6143303039084806,0.38566969609151935,0,CX,0.25,0.25,0.25,0,13
"('R', 'N')",carnage,CCX,0.0,0.6143303039084806,0.38566969609151935,0,CX,0.25,0.25,0.25,0,9
"('R', 'N')",carnage,X,0.0,0.6143303039084806,0.38566969609151935,0,CX,0.25,0.25,0.25,0,0
"('N', 'T', 'HH')",penthouse,XC,0.0,0.0,1.0,0.0,CCX,0,0,1,0,0
"('N', 'T', 'HH')",penthouse,CX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,4
"('N', 'T', 'HH')",penthouse,CCX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,18
"('N', 'T', 'HH')",penthouse,CCCX,0.0,0.0,1.0,0.0,CCX,0,0,1,0,0
"('N', 'T', 'HH')",penthouse,X,0.0,0.0,1.0,0.0,CCX,0,0,1,0,0
"('D',)",radish,XC,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,18
"('D',)",radish,CX,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,4
"('D',)",radish,X,0.6414686808130189,0.3585313191869811,0,0,XC,0.25,0.25,0,0,0
"('JH',)",sojourn,XC,0.5922884283359673,0.40771157166403266,0,0,XC,0.25,0.25,0,0,22
"('JH',)",sojourn,CX,0.5922884283359673,0.40771157166403266,0,0,XC,0.25,0.25,0,0,0
"('JH',)",sojourn,X,0.5922884283359673,0.40771157166403266,0,0,XC,0.25,0.25,0,0,0
"('N',)",cannon,XC,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,8
"('N',)",cannon,CX,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,14
"('N',)",cannon,X,0.16133575606010916,0.8386642439398908,0,0,XC,0.25,0.25,0,0,0
"('B',)",tuba,XC,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,21
"('B',)",tuba,CX,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,1
"('B',)",tuba,X,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,0
"('B', 'L')",oblige,XC,0.8495300193476637,0.1504699806523362,0.0,0,XC,0.25,0.25,0.25,0,18
"('B', 'L')",oblige,CX,0.8495300193476637,0.1504699806523362,0.0,0,XC,0.25,0.25,0.25,0,3
"('B', 'L')",oblige,CCX,0.8495300193476637,0.1504699806523362,0.0,0,XC,0.25,0.25,0.25,0,1
"('B', 'L')",oblige,X,0.8495300193476637,0.1504699806523362,0.0,0,XC,0.25,0.25,0.25,0,0
"('L',)",nylon,XC,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,22
"('L',)",nylon,CX,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,0
"('L',)",nylon,X,0.27823975756444025,0.7217602424355597,0,0,XC,0.25,0.25,0,0,0
"('B',)",tabby,XC,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,14
"('B',)",tabby,CX,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,8
"('B',)",tabby,X,0.8952201829345698,0.10477981706543017,0,0,XC,0.25,0.25,0,0,0
"('V',)",novel,XC,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,19
"('V',)",novel,CX,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,3
"('V',)",novel,X,0.5401753672482296,0.4598246327517703,0,0,XC,0.25,0.25,0,0,0
"('Z',)",nuzzle,XC,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,17
"('Z',)",nuzzle,CX,0.15029204587351797,0.849707954126482,0,0,XC,0.25,0.25,0,0,5
