Word,# of Medial Consonants,# of .C*,# of C.*,# of CC.*,# of CCC.*,# of ?,prop. of .C*,prop. of C.*,prop. of CC.*,prop. of CCC.*,prop. of ?
cacao,1,18,3,0,0,2,0.782608696,0.130434783,0,0,0.086956522
refrain,2,21,0,2,0,0,0.913043478,0,0.086956522,0,0
wherry,1,8,15,0,0,0,0.347826087,0.652173913,0,0,0
harangue,1,13,6,0,0,4,0.565217391,0.260869565,0,0,0.173913043
beauty,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
beatnik,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
pageboy,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
regard,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
migraine,2,21,2,0,0,0,0.913043478,0.086956522,0,0,0
hybrid,2,19,4,0,0,0,0.826086957,0.173913043,0,0,0
berserk,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
outlook,2,0,23,0,0,0,0,1,0,0,0
rosewood,2,2,21,0,0,0,0.086956522,0.913043478,0,0,0
rotor,1,19,4,0,0,0,0.826086957,0.173913043,0,0,0
portly,3,0,4,19,0,0,0,0.173913043,0.826086957,0,0
gratis,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
knapsack,2,3,20,0,0,0,0.130434783,0.869565217,0,0,0
counter,2,1,16,6,0,0,0.043478261,0.695652174,0.260869565,0,0
sprightly,2,4,19,0,0,0,0.173913043,0.826086957,0,0,0
musty,2,6,13,4,0,0,0.260869565,0.565217391,0.173913043,0,0
dicker,1,17,6,0,0,0,0.739130435,0.260869565,0,0,0
rotate,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
selfish,2,0,19,4,0,0,0,0.826086957,0.173913043,0,0
bamboo,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
ignite,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
grumble,2,3,20,0,0,0,0.130434783,0.869565217,0,0,0
cajole,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
sardine,2,0,22,1,0,0,0,0.956521739,0.043478261,0,0
open,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
neutron,2,22,1,0,0,0,0.956521739,0.043478261,0,0,0
remind,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
greenness,2,3,19,1,0,0,0.130434783,0.826086957,0.043478261,0,0
outclass,3,2,21,0,0,0,0.086956522,0.913043478,0,0,0
washer,1,18,5,0,0,0,0.782608696,0.217391304,0,0,0
parrot,1,5,18,0,0,0,0.217391304,0.782608696,0,0,0
gosling,2,4,18,1,0,0,0.173913043,0.782608696,0.043478261,0,0
rudder,1,18,4,0,0,1,0.782608696,0.173913043,0,0,0.043478261
bailiff,1,19,4,0,0,0,0.826086957,0.173913043,0,0,0
consult,2,0,23,0,0,0,0,1,0,0,0
runic,1,19,4,0,0,0,0.826086957,0.173913043,0,0,0
martial,2,0,21,2,0,0,0,0.913043478,0.086956522,0,0
obverse,2,2,20,1,0,0,0.086956522,0.869565217,0.043478261,0,0
finger,2,1,20,2,0,0,0.043478261,0.869565217,0.086956522,0,0
rumpus,2,1,18,3,0,1,0.043478261,0.782608696,0.130434783,0,0.043478261
rubbish,1,15,7,0,0,1,0.652173913,0.304347826,0,0,0.043478261
rowboat,1,23,0,0,0,0,1,0,0,0,0
gracious,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
grantee,2,0,19,4,0,0,0,0.826086957,0.173913043,0,0
roughen,1,14,9,0,0,0,0.608695652,0.391304348,0,0,0
concave,2,0,21,2,0,0,0,0.913043478,0.086956522,0,0
surmise,2,0,22,1,0,0,0,0.956521739,0.043478261,0,0
temple,2,1,17,5,0,0,0.043478261,0.739130435,0.217391304,0,0
other,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
lanky,2,1,17,5,0,0,0.043478261,0.739130435,0.217391304,0,0
roundhouse,3,0,4,19,0,0,0,0.173913043,0.826086957,0,0
jitters,1,15,8,0,0,0,0.652173913,0.347826087,0,0,0
hotel,1,23,0,0,0,0,1,0,0,0,0
vapor,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
return,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
coca,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
revise,1,23,0,0,0,0,1,0,0,0,0
landing,2,0,17,6,0,0,0,0.739130435,0.260869565,0,0
outing,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
groundsheet,3,1,2,20,0,0,0.043478261,0.086956522,0.869565217,0,0
ditto,1,17,6,0,0,0,0.739130435,0.260869565,0,0,0
barracks,1,7,15,0,0,1,0.304347826,0.652173913,0,0,0.043478261
outre,2,17,4,1,0,1,0.739130435,0.173913043,0.043478261,0,0.043478261
comely,2,0,23,0,0,0,0,1,0,0,0
result,1,23,0,0,0,0,1,0,0,0,0
lamprey,3,1,17,5,0,0,0.043478261,0.739130435,0.217391304,0,0
retain,1,23,0,0,0,0,1,0,0,0,0
landau,2,0,18,5,0,0,0,0.782608696,0.217391304,0,0
conscious,2,0,22,1,0,0,0,0.956521739,0.043478261,0,0
retire,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
goblin,2,17,6,0,0,0,0.739130435,0.260869565,0,0,0
guerdon,2,1,19,2,0,1,0.043478261,0.826086957,0.086956522,0,0.043478261
water,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
banjo,2,0,19,4,0,0,0,0.826086957,0.173913043,0,0
shiver,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
kilo,1,23,0,0,0,0,1,0,0,0,0
query,1,7,16,0,0,0,0.304347826,0.695652174,0,0,0
monsoon,2,0,23,0,0,0,0,1,0,0,0
banish,1,11,12,0,0,0,0.47826087,0.52173913,0,0,0
sweepstakes,3,0,22,1,0,0,0,0.956521739,0.043478261,0,0
rimy,1,12,10,0,0,1,0.52173913,0.434782609,0,0,0.043478261
grisly,2,2,21,0,0,0,0.086956522,0.913043478,0,0,0
camshaft,2,0,23,0,0,0,0,1,0,0,0
achieve,1,20,1,0,0,2,0.869565217,0.043478261,0,0,0.086956522
barbell,2,0,23,0,0,0,0,1,0,0,0
banshee,2,2,21,0,0,0,0.086956522,0.913043478,0,0,0
outfox,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
possum,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
jumble,2,0,22,1,0,0,0,0.956521739,0.043478261,0,0
outer,1,14,9,0,0,0,0.608695652,0.391304348,0,0,0
ridgepole,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
grizzly,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
ribbon,1,13,10,0,0,0,0.565217391,0.434782609,0,0,0
rickets,1,10,13,0,0,0,0.434782609,0.565217391,0,0,0
error,1,4,19,0,0,0,0.173913043,0.826086957,0,0,0
cafe,1,18,5,0,0,0,0.782608696,0.217391304,0,0,0
billet,1,5,18,0,0,0,0.217391304,0.782608696,0,0,0
species,1,18,5,0,0,0,0.782608696,0.217391304,0,0,0
proscribe,3,22,0,1,0,0,0.956521739,0,0.043478261,0,0
homesick,2,1,21,1,0,0,0.043478261,0.913043478,0.043478261,0,0
triplex,2,16,7,0,0,0,0.695652174,0.304347826,0,0,0
honor,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
subtract,3,0,23,0,0,0,0,1,0,0,0
melon,1,10,13,0,0,0,0.434782609,0.565217391,0,0,0
horehound,2,0,23,0,0,0,0,1,0,0,0
pronoun,1,23,0,0,0,0,1,0,0,0,0
billion,2,0,21,1,0,1,0,0.913043478,0.043478261,0,0.043478261
pretend,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
biscuit,2,3,18,2,0,0,0.130434783,0.782608696,0.086956522,0,0
prolix,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
patois,2,14,9,0,0,0,0.608695652,0.391304348,0,0,0
propman,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
compel,2,0,21,2,0,0,0,0.913043478,0.086956522,0,0
tensile,2,0,21,2,0,0,0,0.913043478,0.086956522,0,0
parsnip,3,0,16,7,0,0,0,0.695652174,0.304347826,0,0
condole,2,0,22,1,0,0,0,0.956521739,0.043478261,0,0
timid,1,14,9,0,0,0,0.608695652,0.391304348,0,0,0
lowland,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
transverse,3,0,3,20,0,0,0,0.130434783,0.869565217,0,0
pummel,1,13,10,0,0,0,0.565217391,0.434782609,0,0,0
thirteen,2,1,20,2,0,0,0.043478261,0.869565217,0.086956522,0,0
project,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
hoarfrost,3,0,23,0,0,0,0,1,0,0,0
punish,1,15,8,0,0,0,0.652173913,0.347826087,0,0,0
hurrah,1,13,10,0,0,0,0.565217391,0.434782609,0,0,0
hurry,1,7,16,0,0,0,0.304347826,0.695652174,0,0,0
vessel,1,11,12,0,0,0,0.47826087,0.52173913,0,0,0
pseudo,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
hollow,1,15,7,0,0,1,0.652173913,0.304347826,0,0,0.043478261
upturn,2,2,21,0,0,0,0.086956522,0.913043478,0,0,0
hockey,1,18,5,0,0,0,0.782608696,0.217391304,0,0,0
prudent,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
pulpit,2,0,21,2,0,0,0,0.913043478,0.086956522,0,0
prattle,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
toupee,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
pastiche,2,5,16,1,0,1,0.217391304,0.695652174,0.043478261,0,0.043478261
comply,3,1,21,1,0,0,0.043478261,0.913043478,0.043478261,0,0
housing,1,19,4,0,0,0,0.826086957,0.173913043,0,0,0
hardtop,3,1,2,20,0,0,0.043478261,0.086956522,0.869565217,0,0
preset,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
pedant,1,17,3,0,0,3,0.739130435,0.130434783,0,0,0.130434783
garment,2,0,21,2,0,0,0,0.913043478,0.086956522,0,0
preview,2,22,1,0,0,0,0.956521739,0.043478261,0,0,0
handsome,2,0,21,2,0,0,0,0.913043478,0.086956522,0,0
maltreat,3,0,23,0,0,0,0,1,0,0,0
judgement,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
blazer,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
prejudge,1,23,0,0,0,0,1,0,0,0,0
human,1,19,4,0,0,0,0.826086957,0.173913043,0,0,0
nursling,3,0,11,12,0,0,0,0.47826087,0.52173913,0,0
bully,1,11,12,0,0,0,0.47826087,0.52173913,0,0,0
prefix,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
conflux,3,0,22,0,0,1,0,0.956521739,0,0,0.043478261
prepuce,2,17,4,0,0,2,0.739130435,0.173913043,0,0,0.086956522
commence,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
humble,2,2,21,0,0,0,0.086956522,0.913043478,0,0,0
proclaim,2,22,1,0,0,0,0.956521739,0.043478261,0,0,0
whither,1,17,6,0,0,0,0.739130435,0.260869565,0,0,0
credit,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
bitten,1,12,11,0,0,0,0.52173913,0.47826087,0,0,0
patter,1,12,11,0,0,0,0.52173913,0.47826087,0,0,0
commute,2,20,3,0,0,0,0.869565217,0.130434783,0,0,0
hospice,2,11,11,0,0,1,0.47826087,0.47826087,0,0,0.043478261
proceed,1,23,0,0,0,0,1,0,0,0,0
profuse,2,23,0,0,0,0,1,0,0,0,0
patsy,2,5,17,1,0,0,0.217391304,0.739130435,0.043478261,0,0
outdoors,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
buggy,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
horror,1,5,18,0,0,0,0.217391304,0.782608696,0,0,0
precise,1,23,0,0,0,0,1,0,0,0,0
mouser,1,14,9,0,0,0,0.608695652,0.391304348,0,0,0
canton,2,0,23,0,0,0,0,1,0,0,0
burgeon,2,0,20,2,0,1,0,0.869565217,0.086956522,0,0.043478261
macaque,1,16,5,0,0,2,0.695652174,0.217391304,0,0,0.086956522
peanut,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
cranky,2,1,21,1,0,0,0.043478261,0.913043478,0.043478261,0,0
porous,1,6,17,0,0,0,0.260869565,0.739130435,0,0,0
garden,2,0,21,2,0,0,0,0.913043478,0.086956522,0,0
prism,1,17,6,0,0,0,0.739130435,0.260869565,0,0,0
awry,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
cheerful,2,0,23,0,0,0,0,1,0,0,0
kinfolk,2,0,23,0,0,0,0,1,0,0,0
rancor,2,0,23,0,0,0,0,1,0,0,0
heelless,2,2,18,2,0,1,0.086956522,0.782608696,0.086956522,0,0.043478261
barker,2,0,23,0,0,0,0,1,0,0,0
rambler,3,4,16,1,2,0,0.173913043,0.695652174,0.043478261,0.086956522,0
recount,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
rankle,2,2,16,4,0,1,0.086956522,0.695652174,0.173913043,0,0.043478261
also,2,0,23,0,0,0,0,1,0,0,0
behave,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
strangle,2,1,21,1,0,0,0.043478261,0.913043478,0.043478261,0,0
helix,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
parlay,2,0,23,0,0,0,0,1,0,0,0
smithy,1,12,11,0,0,0,0.52173913,0.47826087,0,0,0
puzzle,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
parley,2,0,22,1,0,0,0,0.956521739,0.043478261,0,0
radon,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
parka,2,0,21,2,0,0,0,0.913043478,0.086956522,0,0
raisin,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
strapping,1,10,13,0,0,0,0.434782609,0.565217391,0,0,0
prairie,1,8,14,0,0,1,0.347826087,0.608695652,0,0,0.043478261
railroad,2,0,23,0,0,0,0,1,0,0,0
kitchen,1,15,7,0,0,1,0.652173913,0.304347826,0,0,0.043478261
quarrel,1,10,13,0,0,0,0.434782609,0.565217391,0,0,0
upper,1,13,10,0,0,0,0.565217391,0.434782609,0,0,0
ravel,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
roguish,1,17,6,0,0,0,0.739130435,0.260869565,0,0,0
codeine,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
potherb,2,8,10,3,0,2,0.347826087,0.434782609,0.130434783,0,0.086956522
before,1,23,0,0,0,0,1,0,0,0,0
rearward,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
nearby,2,0,23,0,0,0,0,1,0,0,0
rebirth,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
incise,2,0,21,2,0,0,0,0.913043478,0.086956522,0,0
papoose,1,19,3,0,0,1,0.826086957,0.130434783,0,0,0.043478261
jostle,1,16,6,0,0,1,0.695652174,0.260869565,0,0,0.043478261
heathen,1,19,4,0,0,0,0.826086957,0.173913043,0,0,0
ascend,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
rascal,2,10,13,0,0,0,0.434782609,0.565217391,0,0,0
kinsman,3,0,1,22,0,0,0,0.043478261,0.956521739,0,0
raucous,1,19,4,0,0,0,0.826086957,0.173913043,0,0,0
heighten,1,18,5,0,0,0,0.782608696,0.217391304,0,0,0
closet,1,18,5,0,0,0,0.782608696,0.217391304,0,0,0
libel,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
debut,2,23,0,0,0,0,1,0,0,0,0
hatter,1,12,11,0,0,0,0.52173913,0.47826087,0,0,0
highlight,1,23,0,0,0,0,1,0,0,0,0
putter,1,16,6,0,0,1,0.695652174,0.260869565,0,0,0.043478261
besiege,1,19,4,0,0,0,0.826086957,0.173913043,0,0,0
quahog,1,20,2,0,0,1,0.869565217,0.086956522,0,0,0.043478261
troopship,2,6,17,0,0,0,0.260869565,0.739130435,0,0,0
huntress,3,1,19,3,0,0,0.043478261,0.826086957,0.130434783,0,0
hidden,1,11,12,0,0,0,0.47826087,0.52173913,0,0,0
nonesuch,2,0,23,0,0,0,0,1,0,0,0
puree,1,12,11,0,0,0,0.52173913,0.47826087,0,0,0
powwow,1,20,2,0,0,1,0.869565217,0.086956522,0,0,0.043478261
coffer,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
puppy,1,19,4,0,0,0,0.826086957,0.173913043,0,0,0
busboy,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
hirsute,2,0,23,0,0,0,0,1,0,0,0
hectare,2,2,20,1,0,0,0.086956522,0.869565217,0.043478261,0,0
highroad,1,23,0,0,0,0,1,0,0,0,0
fickle,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
hinder,2,1,21,1,0,0,0.043478261,0.913043478,0.043478261,0,0
butcher,1,13,10,0,0,0,0.565217391,0.434782609,0,0,0
concede,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
haggard,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
helmsman,4,0,0,6,17,0,0,0,0.260869565,0.739130435,0
doctrine,3,2,17,4,0,0,0.086956522,0.739130435,0.173913043,0,0
potter,1,18,5,0,0,0,0.782608696,0.217391304,0,0,0
quisling,2,3,20,0,0,0,0.130434783,0.869565217,0,0,0
refresh,2,21,2,0,0,0,0.913043478,0.086956522,0,0,0
radar,1,23,0,0,0,0,1,0,0,0,0
rabbit,1,17,5,0,0,1,0.739130435,0.217391304,0,0,0.043478261
trumpet,2,2,15,6,0,0,0.086956522,0.652173913,0.260869565,0,0
applause,2,19,2,2,0,0,0.826086957,0.086956522,0.086956522,0,0
comic,1,19,4,0,0,0,0.826086957,0.173913043,0,0,0
forest,1,5,18,0,0,0,0.217391304,0.782608696,0,0,0
propane,1,23,0,0,0,0,1,0,0,0,0
kidney,2,0,23,0,0,0,0,1,0,0,0
quarry,1,13,10,0,0,0,0.565217391,0.434782609,0,0,0
meager,1,23,0,0,0,0,1,0,0,0,0
herbage,2,0,13,10,0,0,0,0.565217391,0.434782609,0,0
revoke,1,23,0,0,0,0,1,0,0,0,0
quasi,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
kindle,2,0,20,3,0,0,0,0.869565217,0.130434783,0,0
hereby,2,0,22,1,0,0,0,0.956521739,0.043478261,0,0
tumbler,3,1,20,2,0,0,0.043478261,0.869565217,0.086956522,0,0
placement,2,4,18,1,0,0,0.173913043,0.782608696,0.043478261,0,0
zebu,1,19,4,0,0,0,0.826086957,0.173913043,0,0,0
sever,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
garlic,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
stagy,1,15,8,0,0,0,0.652173913,0.347826087,0,0,0
fasten,1,13,10,0,0,0,0.565217391,0.434782609,0,0,0
contain,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
admire,2,0,23,0,0,0,0,1,0,0,0
telltale,2,0,23,0,0,0,0,1,0,0,0
shadow,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
serrate,1,11,11,0,0,1,0.47826087,0.47826087,0,0,0.043478261
tinplate,3,0,22,1,0,0,0,0.956521739,0.043478261,0,0
molding,2,1,18,4,0,0,0.043478261,0.782608696,0.173913043,0,0
auction,2,4,19,0,0,0,0.173913043,0.826086957,0,0,0
cancan,2,2,21,0,0,0,0.086956522,0.913043478,0,0,0
coypu,1,18,1,0,0,4,0.782608696,0.043478261,0,0,0.173913043
consent,2,0,23,0,0,0,0,1,0,0,0
service,2,0,21,2,0,0,0,0.913043478,0.086956522,0,0
servile,2,0,20,2,0,1,0,0.869565217,0.086956522,0,0.043478261
clothing,1,17,5,0,0,1,0.739130435,0.217391304,0,0,0.043478261
clavier,1,19,3,0,0,1,0.826086957,0.130434783,0,0,0.043478261
nipper,1,12,11,0,0,0,0.52173913,0.47826087,0,0,0
supplant,2,19,4,0,0,0,0.826086957,0.173913043,0,0,0
shorten,2,1,18,4,0,0,0.043478261,0.782608696,0.173913043,0,0
mutter,1,15,8,0,0,0,0.652173913,0.347826087,0,0,0
paycheck,1,23,0,0,0,0,1,0,0,0,0
sickle,1,12,11,0,0,0,0.52173913,0.47826087,0,0,0
pesthouse,3,1,5,17,0,0,0.043478261,0.217391304,0.739130435,0,0
cootie,1,18,5,0,0,0,0.782608696,0.217391304,0,0,0
pecan,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
occur,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
florin,1,12,11,0,0,0,0.52173913,0.47826087,0,0,0
coiffeur,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
quickie,1,14,9,0,0,0,0.608695652,0.391304348,0,0,0
darling,2,0,22,1,0,0,0,0.956521739,0.043478261,0,0
grandeur,2,0,20,3,0,0,0,0.869565217,0.130434783,0,0
tycoon,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
leavings,1,15,8,0,0,0,0.652173913,0.347826087,0,0,0
converge,2,0,22,1,0,0,0,0.956521739,0.043478261,0,0
codger,1,18,5,0,0,0,0.782608696,0.217391304,0,0,0
seashore,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
season,1,15,8,0,0,0,0.652173913,0.347826087,0,0,0
avenge,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
avaunt,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
sector,2,2,18,3,0,0,0.086956522,0.782608696,0.130434783,0,0
secret,2,22,1,0,0,0,0.956521739,0.043478261,0,0,0
popgun,2,0,23,0,0,0,0,1,0,0,0
argue,3,0,18,5,0,0,0,0.782608696,0.217391304,0,0
omit,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
lawsuit,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
scruple,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
surtax,2,0,23,0,0,0,0,1,0,0,0
piton,1,21,1,0,0,1,0.913043478,0.043478261,0,0,0.043478261
turgid,2,0,23,0,0,0,0,1,0,0,0
layman,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
seamstress,4,0,16,6,1,0,0,0.695652174,0.260869565,0.043478261,0
paper,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
paleface,2,0,23,0,0,0,0,1,0,0,0
leakage,1,10,13,0,0,0,0.434782609,0.565217391,0,0,0
gavel,1,17,6,0,0,0,0.739130435,0.260869565,0,0,0
extinct,3,1,10,12,0,0,0.043478261,0.434782609,0.52173913,0,0
lichen,1,17,6,0,0,0,0.739130435,0.260869565,0,0,0
sequel,2,20,3,0,0,0,0.869565217,0.130434783,0,0,0
dosage,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
gastric,3,8,13,2,0,0,0.347826087,0.565217391,0.086956522,0,0
grotto,1,19,4,0,0,0,0.826086957,0.173913043,0,0,0
gentle,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
ripple,1,15,8,0,0,0,0.652173913,0.347826087,0,0,0
mammon,1,15,8,0,0,0,0.652173913,0.347826087,0,0,0
convince,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
segment,2,0,23,0,0,0,0,1,0,0,0
genial,2,11,9,3,0,0,0.47826087,0.391304348,0.130434783,0,0
structure,2,3,20,0,0,0,0.130434783,0.869565217,0,0,0
often,1,14,9,0,0,0,0.608695652,0.391304348,0,0,0
popeyed,1,10,12,0,0,1,0.434782609,0.52173913,0,0,0.043478261
sidepiece,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
upstream,4,1,21,1,0,0,0.043478261,0.913043478,0.043478261,0,0
sodden,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
jelly,1,12,11,0,0,0,0.52173913,0.47826087,0,0,0
aphid,1,16,6,0,0,1,0.695652174,0.260869565,0,0,0.043478261
frizzle,1,15,8,0,0,0,0.652173913,0.347826087,0,0,0
frigate,1,18,5,0,0,0,0.782608696,0.217391304,0,0,0
astute,2,17,6,0,0,0,0.739130435,0.260869565,0,0,0
lemon,1,13,10,0,0,0,0.565217391,0.434782609,0,0,0
partridge,3,0,21,2,0,0,0,0.913043478,0.086956522,0,0
smother,1,19,4,0,0,0,0.826086957,0.173913043,0,0,0
scarab,1,11,11,0,0,1,0.47826087,0.47826087,0,0,0.043478261
fulsome,2,2,20,1,0,0,0.086956522,0.869565217,0.043478261,0,0
tawny,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
assort,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
assess,1,18,5,0,0,0,0.782608696,0.217391304,0,0,0
jersey,2,0,21,2,0,0,0,0.913043478,0.086956522,0,0
assist,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
froward,1,20,3,0,0,0,0.869565217,0.130434783,0,0,0
solely,1,12,10,0,0,1,0.52173913,0.434782609,0,0,0.043478261
freedman,2,3,20,0,0,0,0.130434783,0.869565217,0,0,0
chisel,1,14,9,0,0,0,0.608695652,0.391304348,0,0,0
sorrow,1,14,9,0,0,0,0.608695652,0.391304348,0,0,0
tartar,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
bother,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
frailty,2,2,21,0,0,0,0.086956522,0.913043478,0,0,0
mischance,2,0,23,0,0,0,0,1,0,0,0
southwest,2,3,18,2,0,0,0.130434783,0.782608696,0.086956522,0,0
aspect,2,4,18,1,0,0,0.173913043,0.782608696,0.043478261,0,0
somber,2,0,19,4,0,0,0,0.826086957,0.173913043,0,0
batten,1,13,10,0,0,0,0.565217391,0.434782609,0,0,0
poltroon,3,2,19,1,0,1,0.086956522,0.826086957,0.043478261,0,0.043478261
solo,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
lengthwise,3,0,6,17,0,0,0,0.260869565,0.739130435,0,0
freewill,1,23,0,0,0,0,1,0,0,0,0
yoga,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
baggy,1,13,9,0,0,1,0.565217391,0.391304348,0,0,0.043478261
sordid,2,1,21,1,0,0,0.043478261,0.913043478,0.043478261,0,0
gable,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
athwart,2,16,6,0,0,1,0.695652174,0.260869565,0,0,0.043478261
canker,2,2,17,4,0,0,0.086956522,0.739130435,0.173913043,0,0
simper,2,1,21,1,0,0,0.043478261,0.913043478,0.043478261,0,0
oboe,1,23,0,0,0,0,1,0,0,0,0
atop,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
pillage,1,6,17,0,0,0,0.260869565,0.739130435,0,0,0
perform,2,0,23,0,0,0,0,1,0,0,0
gabble,1,19,4,0,0,0,0.826086957,0.173913043,0,0,0
signboard,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
hyphen,1,19,4,0,0,0,0.826086957,0.173913043,0,0,0
gallop,1,9,14,0,0,0,0.391304348,0.608695652,0,0,0
windage,2,0,15,8,0,0,0,0.652173913,0.347826087,0,0
perfect,2,0,23,0,0,0,0,1,0,0,0
obstruct,4,0,23,0,0,0,0,1,0,0,0
gaily,1,22,1,0,0,0,0.956521739,0.043478261,0,0,0
silence,1,21,2,0,0,0,0.913043478,0.086956522,0,0,0
allied,1,16,7,0,0,0,0.695652174,0.304347826,0,0,0
copper,1,19,4,0,0,0,0.826086957,0.173913043,0,0,0
asthma,2,1,22,0,0,0,0.043478261,0.956521739,0,0,0
sliding,1,15,8,0,0,0,0.652173913,0.347826087,0,0,0
slavish,1,13,10,0,0,0,0.565217391,0.434782609,0,0,0
boycott,1,23,0,0,0,0,1,0,0,0,0
tester,2,5,14,4,0,0,0.217391304,0.608695652,0.173913043,0,0
beggar,1,15,8,0,0,0,0.652173913,0.347826087,0,0,0
dreaming,1,13,10,0,0,0,0.565217391,0.434782609,0,0,0
kegler,2,5,16,2,0,0,0.217391304,0.695652174,0.086956522,0,0
slither,1,17,6,0,0,0,0.739130435,0.260869565,0,0,0
