Word,# of Medial Consonants,# of .C*,# of C.*,# of CC.*,# of CCC.*,# of ?,prop. of .C*,prop. of C.*,prop. of CC.*,prop. of CCC.*,prop. of ?
flaccid,1,17,4,0,0,0,0.80952381,0.19047619,0,0,0
broken,1,20,1,0,0,0,0.952380952,0.047619048,0,0,0
tipple,1,8,13,0,0,0,0.380952381,0.619047619,0,0,0
finis,1,14,7,0,0,0,0.666666667,0.333333333,0,0,0
exact,2,3,10,8,0,0,0.142857143,0.476190476,0.380952381,0,0
bevy,1,14,6,0,0,1,0.666666667,0.285714286,0,0,0.047619048
knowledge,1,15,6,0,0,0,0.714285714,0.285714286,0,0,0
lading,1,15,6,0,0,0,0.714285714,0.285714286,0,0,0
divide,1,18,3,0,0,0,0.857142857,0.142857143,0,0,0
febrile,2,14,5,0,0,2,0.666666667,0.238095238,0,0,0.095238095
facile,1,17,4,0,0,0,0.80952381,0.19047619,0,0,0
minor,1,15,6,0,0,0,0.714285714,0.285714286,0,0,0
fanfare,2,1,20,0,0,0,0.047619048,0.952380952,0,0,0
exhaust,2,0,14,7,0,0,0,0.666666667,0.333333333,0,0
express,4,1,8,11,1,0,0.047619048,0.380952381,0.523809524,0.047619048,0
vamoose,1,21,0,0,0,0,1,0,0,0,0
frugal,1,20,1,0,0,0,0.952380952,0.047619048,0,0,0
stylish,1,14,7,0,0,0,0.666666667,0.333333333,0,0,0
penance,1,8,13,0,0,0,0.380952381,0.619047619,0,0,0
fortune,2,2,17,2,0,0,0.095238095,0.80952381,0.095238095,0,0
oaken,1,14,7,0,0,0,0.666666667,0.333333333,0,0,0
friction,2,0,19,2,0,0,0,0.904761905,0.095238095,0,0
gallstone,3,0,21,0,0,0,0,1,0,0,0
galosh,1,20,1,0,0,0,0.952380952,0.047619048,0,0,0
husky,2,6,12,3,0,0,0.285714286,0.571428571,0.142857143,0,0
furnish,2,0,15,6,0,0,0,0.714285714,0.285714286,0,0
rabble,1,17,4,0,0,0,0.80952381,0.19047619,0,0,0
quarto,2,0,19,1,0,1,0,0.904761905,0.047619048,0,0.047619048
credo,1,19,2,0,0,0,0.904761905,0.095238095,0,0,0
flutter,1,16,5,0,0,0,0.761904762,0.238095238,0,0,0
bucket,1,14,7,0,0,0,0.666666667,0.333333333,0,0,0
clinker,2,2,13,6,0,0,0.095238095,0.619047619,0.285714286,0,0
tenet,1,10,10,0,0,1,0.476190476,0.476190476,0,0,0.047619048
stanza,2,0,18,3,0,0,0,0.857142857,0.142857143,0,0
revel,1,15,6,0,0,0,0.714285714,0.285714286,0,0,0
forget,2,0,21,0,0,0,0,1,0,0,0
fortress,3,0,20,1,0,0,0,0.952380952,0.047619048,0,0
foolscap,3,0,7,14,0,0,0,0.333333333,0.666666667,0,0
footage,1,9,12,0,0,0,0.428571429,0.571428571,0,0,0
construe,4,0,20,1,0,0,0,0.952380952,0.047619048,0,0
dextrose,4,0,6,12,2,1,0,0.285714286,0.571428571,0.095238095,0.047619048
draper,1,19,2,0,0,0,0.904761905,0.095238095,0,0,0
foreknow,2,0,21,0,0,0,0,1,0,0,0
deride,1,20,1,0,0,0,0.952380952,0.047619048,0,0,0
destroy,3,11,9,1,0,0,0.523809524,0.428571429,0.047619048,0,0
quagmire,2,2,19,0,0,0,0.095238095,0.904761905,0,0,0
dispatch,2,4,17,0,0,0,0.19047619,0.80952381,0,0,0
standpipe,3,0,3,18,0,0,0,0.142857143,0.857142857,0,0
postal,2,14,6,1,0,0,0.666666667,0.285714286,0.047619048,0,0
digress,2,19,2,0,0,0,0.904761905,0.095238095,0,0,0
dilate,1,15,6,0,0,0,0.714285714,0.285714286,0,0,0
disarm,1,2,19,0,0,0,0.095238095,0.904761905,0,0,0
reefer,1,15,6,0,0,0,0.714285714,0.285714286,0,0,0
dehorn,1,20,1,0,0,0,0.952380952,0.047619048,0,0,0
daytime,1,21,0,0,0,0,1,0,0,0,0
tangle,2,0,18,3,0,0,0,0.857142857,0.142857143,0,0
dangle,2,0,20,0,0,1,0,0.952380952,0,0,0.047619048
dapper,1,16,5,0,0,0,0.761904762,0.238095238,0,0,0
dentist,2,0,19,2,0,0,0,0.904761905,0.095238095,0,0
wheelhorse,2,0,21,0,0,0,0,1,0,0,0
derby,2,0,21,0,0,0,0,1,0,0,0
decry,2,20,1,0,0,0,0.952380952,0.047619048,0,0,0
deduce,1,20,1,0,0,0,0.952380952,0.047619048,0,0,0
degree,2,19,2,0,0,0,0.904761905,0.095238095,0,0,0
outlaw,2,0,21,0,0,0,0,1,0,0,0
elude,1,17,4,0,0,0,0.80952381,0.19047619,0,0,0
earnings,2,1,16,4,0,0,0.047619048,0.761904762,0.19047619,0,0
glazier,1,20,1,0,0,0,0.952380952,0.047619048,0,0,0
effect,1,18,3,0,0,0,0.857142857,0.142857143,0,0,0
egret,2,17,4,0,0,0,0.80952381,0.19047619,0,0,0
compote,2,0,20,1,0,0,0,0.952380952,0.047619048,0,0
comport,2,0,21,0,0,0,0,1,0,0,0
equip,2,19,1,1,0,0,0.904761905,0.047619048,0.047619048,0,0
hauteur,1,18,3,0,0,0,0.857142857,0.142857143,0,0,0
knuckle,1,18,3,0,0,0,0.857142857,0.142857143,0,0,0
morpheme,2,0,17,4,0,0,0,0.80952381,0.19047619,0,0
divest,1,19,2,0,0,0,0.904761905,0.095238095,0,0,0
dogma,2,2,19,0,0,0,0.095238095,0.904761905,0,0,0
saunter,2,0,17,4,0,0,0,0.80952381,0.19047619,0,0
carom,1,13,6,0,0,2,0.619047619,0.285714286,0,0,0.095238095
distaff,2,8,12,1,0,0,0.380952381,0.571428571,0.047619048,0,0
distance,2,3,16,2,0,0,0.142857143,0.761904762,0.095238095,0,0
ducal,1,20,1,0,0,0,0.952380952,0.047619048,0,0,0
ducat,1,19,2,0,0,0,0.904761905,0.095238095,0,0,0
dummy,1,10,11,0,0,0,0.476190476,0.523809524,0,0,0
doodad,1,21,0,0,0,0,1,0,0,0,0
downtown,2,0,21,0,0,0,0,1,0,0,0
dreary,1,4,17,0,0,0,0.19047619,0.80952381,0,0,0
digraph,2,20,1,0,0,0,0.952380952,0.047619048,0,0,0
hydrant,2,19,2,0,0,0,0.904761905,0.095238095,0,0,0
hubbub,1,13,8,0,0,0,0.619047619,0.380952381,0,0,0
hundred,3,0,18,3,0,0,0,0.857142857,0.142857143,0,0
action,2,2,19,0,0,0,0.095238095,0.904761905,0,0,0
inane,1,5,16,0,0,0,0.238095238,0.761904762,0,0,0
inverse,2,0,20,1,0,0,0,0.952380952,0.047619048,0,0
rasher,1,14,7,0,0,0,0.666666667,0.333333333,0,0,0
russet,1,10,11,0,0,0,0.476190476,0.523809524,0,0,0
ignore,2,0,21,0,0,0,0,1,0,0,0
nosegay,2,3,18,0,0,0,0.142857143,0.857142857,0,0,0
holly,1,17,4,0,0,0,0.80952381,0.19047619,0,0,0
holy,1,17,4,0,0,0,0.80952381,0.19047619,0,0,0
teammate,2,3,15,3,0,0,0.142857143,0.714285714,0.142857143,0,0
hiccough,1,9,12,0,0,0,0.428571429,0.571428571,0,0,0
himself,2,0,20,1,0,0,0,0.952380952,0.047619048,0,0
hither,1,14,7,0,0,0,0.666666667,0.333333333,0,0,0
purvey,2,1,20,0,0,0,0.047619048,0.952380952,0,0,0
hostile,2,8,11,2,0,0,0.380952381,0.523809524,0.095238095,0,0
hovel,1,16,5,0,0,0,0.761904762,0.238095238,0,0,0
hoopla,2,5,16,0,0,0,0.238095238,0.761904762,0,0,0
hopscotch,3,1,20,0,0,0,0.047619048,0.952380952,0,0,0
horsy,2,0,18,2,0,1,0,0.857142857,0.095238095,0,0.047619048
jurist,1,4,17,0,0,0,0.19047619,0.80952381,0,0,0
jury,1,6,15,0,0,0,0.285714286,0.714285714,0,0,0
louvre,1,17,3,0,0,1,0.80952381,0.142857143,0,0,0.047619048
invent,2,0,20,1,0,0,0,0.952380952,0.047619048,0,0
jaguar,2,7,14,0,0,0,0.333333333,0.666666667,0,0,0
jimmy,1,13,8,0,0,0,0.619047619,0.380952381,0,0,0
kindred,3,0,20,1,0,0,0,0.952380952,0.047619048,0,0
kirtle,2,0,18,3,0,0,0,0.857142857,0.142857143,0,0
affront,2,16,5,0,0,0,0.761904762,0.238095238,0,0,0
goalie,1,13,8,0,0,0,0.619047619,0.380952381,0,0,0
kibosh,1,18,3,0,0,0,0.857142857,0.142857143,0,0,0
kickback,2,0,21,0,0,0,0,1,0,0,0
memo,1,10,11,0,0,0,0.476190476,0.523809524,0,0,0
inflow,3,1,19,1,0,0,0.047619048,0.904761905,0.047619048,0,0
inquire,3,0,19,2,0,0,0,0.904761905,0.095238095,0,0
income,2,0,21,0,0,0,0,1,0,0,0
unless,2,0,20,1,0,0,0,0.952380952,0.047619048,0,0
indoor,2,0,21,0,0,0,0,1,0,0,0
guidon,1,18,3,0,0,0,0.857142857,0.142857143,0,0,0
volley,1,10,11,0,0,0,0.476190476,0.523809524,0,0,0
mantel,2,1,16,3,0,1,0.047619048,0.761904762,0.142857143,0,0.047619048
insane,2,0,21,0,0,0,0,1,0,0,0
derange,1,18,3,0,0,0,0.857142857,0.142857143,0,0,0
powder,1,19,2,0,0,0,0.904761905,0.095238095,0,0,0
chorus,1,4,17,0,0,0,0.19047619,0.80952381,0,0,0
graveyard,2,0,21,0,0,0,0,1,0,0,0
grindstone,4,0,0,18,2,1,0,0,0.857142857,0.095238095,0.047619048
mantelet,3,0,7,11,2,1,0,0.333333333,0.523809524,0.095238095,0.047619048
goulash,1,17,4,0,0,0,0.80952381,0.19047619,0,0,0
reveal,1,19,2,0,0,0,0.904761905,0.095238095,0,0,0
potash,1,12,9,0,0,0,0.571428571,0.428571429,0,0,0
guffaw,1,16,5,0,0,0,0.761904762,0.238095238,0,0,0
instance,3,0,13,6,2,0,0,0.619047619,0.285714286,0.095238095,0
decree,2,19,2,0,0,0,0.904761905,0.095238095,0,0,0
groomsman,3,0,3,18,0,0,0,0.142857143,0.857142857,0,0
haughty,1,19,2,0,0,0,0.904761905,0.095238095,0,0,0
gently,3,0,8,13,0,0,0,0.380952381,0.619047619,0,0
german,2,0,20,1,0,0,0,0.952380952,0.047619048,0,0
gimlet,2,0,21,0,0,0,0,1,0,0,0
pippin,1,13,8,0,0,0,0.619047619,0.380952381,0,0,0
garbage,2,0,20,1,0,0,0,0.952380952,0.047619048,0,0
garnish,2,0,17,4,0,0,0,0.80952381,0.19047619,0,0
glutton,1,19,2,0,0,0,0.904761905,0.095238095,0,0,0
goalpost,2,1,20,0,0,0,0.047619048,0.952380952,0,0,0
goody,1,11,10,0,0,0,0.523809524,0.476190476,0,0,0
woodwind,2,1,20,0,0,0,0.047619048,0.952380952,0,0,0
glacial,1,16,5,0,0,0,0.761904762,0.238095238,0,0,0
comedown,2,0,21,0,0,0,0,1,0,0,0
countless,3,0,2,19,0,0,0,0.095238095,0.904761905,0,0
hauberk,1,18,2,0,0,1,0.857142857,0.095238095,0,0,0.047619048
endless,3,0,4,16,1,0,0,0.19047619,0.761904762,0.047619048,0
hanker,2,0,16,5,0,0,0,0.761904762,0.238095238,0,0
hardly,3,0,7,14,0,0,0,0.333333333,0.666666667,0,0
abet,1,19,2,0,0,0,0.904761905,0.095238095,0,0,0
hemlock,2,0,21,0,0,0,0,1,0,0,0
lapboard,2,1,20,0,0,0,0.047619048,0.952380952,0,0,0
heyday,1,21,0,0,0,0,1,0,0,0,0
hearing,1,4,17,0,0,0,0.19047619,0.80952381,0,0,0
hearsay,2,0,21,0,0,0,0,1,0,0,0
hemline,2,0,21,0,0,0,0,1,0,0,0
gutter,1,14,7,0,0,0,0.666666667,0.333333333,0,0,0
catfish,2,0,21,0,0,0,0,1,0,0,0
haddock,1,9,12,0,0,0,0.428571429,0.571428571,0,0,0
guilder,2,0,16,5,0,0,0,0.761904762,0.238095238,0,0
disband,2,0,21,0,0,0,0,1,0,0,0
esquire,3,2,17,2,0,0,0.095238095,0.80952381,0.095238095,0,0
hamstring,4,0,20,1,0,0,0,0.952380952,0.047619048,0,0
forehead,2,0,21,0,0,0,0,1,0,0,0
hangout,1,2,19,0,0,0,0.095238095,0.904761905,0,0,0
groundhog,3,1,1,19,0,0,0.047619048,0.047619048,0.904761905,0,0
hamper,2,0,19,2,0,0,0,0.904761905,0.095238095,0,0
viceroy,2,2,19,0,0,0,0.095238095,0.904761905,0,0,0
spasm,1,14,6,0,0,1,0.666666667,0.285714286,0,0,0.047619048
strumpet,2,0,20,1,0,0,0,0.952380952,0.047619048,0,0
strychnine,2,3,17,1,0,0,0.142857143,0.80952381,0.047619048,0,0
cavy,1,16,5,0,0,0,0.761904762,0.238095238,0,0,0
furor,1,11,9,0,0,1,0.523809524,0.428571429,0,0,0.047619048
require,2,20,1,0,0,0,0.952380952,0.047619048,0,0,0
struggle,1,19,2,0,0,0,0.904761905,0.095238095,0,0,0
stylist,1,12,9,0,0,0,0.571428571,0.428571429,0,0,0
sudden,1,18,2,0,0,1,0.857142857,0.095238095,0,0,0.047619048
leghorn,2,0,21,0,0,0,0,1,0,0,0
bondsman,4,0,3,2,15,1,0,0.142857143,0.095238095,0.714285714,0.047619048
submerse,2,1,18,2,0,0,0.047619048,0.857142857,0.095238095,0,0
suckling,2,5,16,0,0,0,0.238095238,0.761904762,0,0,0
suction,2,1,20,0,0,0,0.047619048,0.952380952,0,0,0
squirrel,1,6,15,0,0,0,0.285714286,0.714285714,0,0,0
stable,1,19,2,0,0,0,0.904761905,0.095238095,0,0,0
coalfield,2,0,21,0,0,0,0,1,0,0,0
splatter,1,11,10,0,0,0,0.523809524,0.476190476,0,0,0
sportsman,4,0,3,3,15,0,0,0.142857143,0.142857143,0.714285714,0
squeegee,1,21,0,0,0,0,1,0,0,0,0
under,2,0,19,2,0,0,0,0.904761905,0.095238095,0,0
stirrup,1,2,19,0,0,0,0.095238095,0.904761905,0,0,0
trophy,1,19,2,0,0,0,0.904761905,0.095238095,0,0,0
strengthen,2,2,14,5,0,0,0.095238095,0.666666667,0.238095238,0,0
teamster,3,0,18,2,1,0,0,0.857142857,0.095238095,0.047619048,0
stipend,1,17,4,0,0,0,0.80952381,0.19047619,0,0,0
stipple,1,16,5,0,0,0,0.761904762,0.238095238,0,0,0
taxi,2,2,13,6,0,0,0.095238095,0.619047619,0.285714286,0,0
garage,1,17,4,0,0,0,0.80952381,0.19047619,0,0,0
tenfold,2,0,21,0,0,0,0,1,0,0,0
taproom,2,1,19,1,0,0,0.047619048,0.904761905,0.047619048,0,0
heckle,1,12,9,0,0,0,0.571428571,0.428571429,0,0,0
tarry,1,9,12,0,0,0,0.428571429,0.571428571,0,0,0
captor,2,0,18,3,0,0,0,0.857142857,0.142857143,0,0
mugwump,2,0,20,1,0,0,0,0.952380952,0.047619048,0,0
cabbie,1,14,7,0,0,0,0.666666667,0.333333333,0,0,0
monster,3,0,19,2,0,0,0,0.904761905,0.095238095,0,0
termite,2,0,17,4,0,0,0,0.80952381,0.19047619,0,0
giggle,1,12,9,0,0,0,0.571428571,0.428571429,0,0,0
demise,1,19,2,0,0,0,0.904761905,0.095238095,0,0,0
surname,2,0,21,0,0,0,0,1,0,0,0
surpass,2,0,20,1,0,0,0,0.952380952,0.047619048,0,0
swagger,1,14,7,0,0,0,0.666666667,0.333333333,0,0,0
sunlight,2,0,21,0,0,0,0,1,0,0,0
protest,1,21,0,0,0,0,1,0,0,0,0
supple,1,15,6,0,0,0,0.714285714,0.285714286,0,0,0
peptic,2,0,21,0,0,0,0,1,0,0,0
tabu,1,20,1,0,0,0,0.952380952,0.047619048,0,0,0
tacit,1,18,3,0,0,0,0.857142857,0.142857143,0,0,0
dandruff,3,0,19,2,0,0,0,0.904761905,0.095238095,0,0
sweetheart,2,3,17,1,0,0,0.142857143,0.80952381,0.047619048,0,0
swordsman,4,0,1,5,15,0,0,0.047619048,0.238095238,0.714285714,0
grandam,2,2,11,7,0,1,0.095238095,0.523809524,0.333333333,0,0.047619048
impute,3,0,18,3,0,0,0,0.857142857,0.142857143,0,0
coastline,3,0,1,19,1,0,0,0.047619048,0.904761905,0.047619048,0
selfless,3,0,5,16,0,0,0,0.238095238,0.761904762,0,0
semblance,3,1,18,2,0,0,0.047619048,0.857142857,0.095238095,0,0
coddle,1,14,7,0,0,0,0.666666667,0.333333333,0,0,0
secure,2,19,2,0,0,0,0.904761905,0.095238095,0,0,0
freeway,1,21,0,0,0,0,1,0,0,0,0
senate,1,7,14,0,0,0,0.333333333,0.666666667,0,0,0
severe,1,19,2,0,0,0,0.904761905,0.095238095,0,0,0
weasel,1,18,3,0,0,0,0.857142857,0.142857143,0,0,0
sheepskin,3,0,20,1,0,0,0,0.952380952,0.047619048,0,0
phoenix,1,16,5,0,0,0,0.761904762,0.238095238,0,0,0
serpent,2,1,20,0,0,0,0.047619048,0.952380952,0,0,0
setback,2,0,21,0,0,0,0,1,0,0,0
sausage,1,14,7,0,0,0,0.666666667,0.333333333,0,0,0
collide,1,18,3,0,0,0,0.857142857,0.142857143,0,0,0
scaleless,2,2,15,3,0,1,0.095238095,0.714285714,0.142857143,0,0.047619048
sandal,2,0,18,3,0,0,0,0.857142857,0.142857143,0,0
sandbank,3,0,4,17,0,0,0,0.19047619,0.80952381,0,0
sandhog,3,0,2,18,0,1,0,0.095238095,0.857142857,0,0.047619048
fuchsia,1,15,6,0,0,0,0.714285714,0.285714286,0,0,0
request,2,21,0,0,0,0,1,0,0,0,0
seaman,1,21,0,0,0,0,1,0,0,0,0
second,1,16,5,0,0,0,0.761904762,0.238095238,0,0,0
schizoid,2,1,14,6,0,0,0.047619048,0.666666667,0.285714286,0,0
scholar,1,16,5,0,0,0,0.761904762,0.238095238,0,0,0
schooner,1,18,3,0,0,0,0.857142857,0.142857143,0,0,0
snivel,1,18,3,0,0,0,0.857142857,0.142857143,0,0,0
grinder,2,0,17,4,0,0,0,0.80952381,0.19047619,0,0
anger,2,0,20,1,0,0,0,0.952380952,0.047619048,0,0
measure,1,20,1,0,0,0,0.952380952,0.047619048,0,0,0
cordial,2,0,18,3,0,0,0,0.857142857,0.142857143,0,0
snippy,1,16,5,0,0,0,0.761904762,0.238095238,0,0,0
edict,1,21,0,0,0,0,1,0,0,0,0
sorry,1,16,5,0,0,0,0.761904762,0.238095238,0,0,0
pinhole,2,0,21,0,0,0,0,1,0,0,0
sparrow,1,9,12,0,0,0,0.428571429,0.571428571,0,0,0
ajar,1,20,1,0,0,0,0.952380952,0.047619048,0,0,0
soldier,2,0,20,1,0,0,0,0.952380952,0.047619048,0,0
sonic,1,13,8,0,0,0,0.619047619,0.380952381,0,0,0
silent,1,21,0,0,0,0,1,0,0,0,0
siphon,1,20,1,0,0,0,0.952380952,0.047619048,0,0,0
sirloin,2,0,20,1,0,0,0,0.952380952,0.047619048,0,0
shelter,2,0,19,2,0,0,0,0.904761905,0.095238095,0,0
shepherd,1,7,14,0,0,0,0.333333333,0.666666667,0,0,0
sidle,1,16,5,0,0,0,0.761904762,0.238095238,0,0,0
wonder,2,0,19,2,0,0,0,0.904761905,0.095238095,0,0
prissy,1,13,8,0,0,0,0.619047619,0.380952381,0,0,0
slipshod,2,1,19,1,0,0,0.047619048,0.904761905,0.047619048,0,0
sluggard,1,13,8,0,0,0,0.619047619,0.380952381,0,0,0
weasand,1,16,5,0,0,0,0.761904762,0.238095238,0,0,0
equine,2,17,4,0,0,0,0.80952381,0.19047619,0,0,0
slaughter,1,17,4,0,0,0,0.80952381,0.19047619,0,0,0
volplane,3,0,21,0,0,0,0,1,0,0,0
waddle,1,16,5,0,0,0,0.761904762,0.238095238,0,0,0
hubris,2,17,4,0,0,0,0.80952381,0.19047619,0,0,0
viscount,1,16,1,0,0,4,0.761904762,0.047619048,0,0,0.19047619
viscous,2,1,17,2,0,1,0.047619048,0.80952381,0.095238095,0,0.047619048
pallor,1,12,9,0,0,0,0.571428571,0.428571429,0,0,0
waitress,2,16,5,0,0,0,0.761904762,0.238095238,0,0,0
wary,1,8,13,0,0,0,0.380952381,0.619047619,0,0,0
rumba,2,1,17,1,0,2,0.047619048,0.80952381,0.047619048,0,0.095238095
tether,1,16,5,0,0,0,0.761904762,0.238095238,0,0,0
waiver,1,20,1,0,0,0,0.952380952,0.047619048,0,0,0
waken,1,19,2,0,0,0,0.904761905,0.095238095,0,0,0
wareroom,2,2,19,0,0,0,0.095238095,0.904761905,0,0,0
vendee,2,0,18,2,0,1,0,0.857142857,0.095238095,0,0.047619048
vengeful,3,0,0,21,0,0,0,0,1,0,0
gravel,1,17,4,0,0,0,0.80952381,0.19047619,0,0,0
inflict,3,0,21,0,0,0,0,1,0,0,0
gabby,1,16,5,0,0,0,0.761904762,0.238095238,0,0,0
vaudeville,2,3,17,1,0,0,0.142857143,0.80952381,0.047619048,0,0
vermeil,2,0,21,0,0,0,0,1,0,0,0
hamster,3,0,20,1,0,0,0,0.952380952,0.047619048,0,0
drumstick,3,0,21,0,0,0,0,1,0,0,0
vinous,1,9,12,0,0,0,0.428571429,0.571428571,0,0,0
vermin,2,0,21,0,0,0,0,1,0,0,0
vermouth,2,0,20,1,0,0,0,0.952380952,0.047619048,0,0
paddock,1,13,8,0,0,0,0.619047619,0.380952381,0,0,0
workhorse,3,1,2,18,0,0,0.047619048,0.095238095,0.857142857,0,0
worthwhile,3,0,1,20,0,0,0,0.047619048,0.952380952,0,0
woven,1,19,2,0,0,0,0.904761905,0.095238095,0,0,0
ratchet,1,11,10,0,0,0,0.523809524,0.476190476,0,0,0
chapter,2,0,21,0,0,0,0,1,0,0,0
women,1,16,5,0,0,0,0.761904762,0.238095238,0,0,0
cypress,2,18,3,0,0,0,0.857142857,0.142857143,0,0,0
zeitgeist,2,1,19,1,0,0,0.047619048,0.904761905,0.047619048,0,0
zipper,1,9,11,0,0,1,0.428571429,0.523809524,0,0,0.047619048
cutlet,2,1,20,0,0,0,0.047619048,0.952380952,0,0,0
xeric,1,6,14,0,0,1,0.285714286,0.666666667,0,0,0.047619048
lodger,1,11,10,0,0,0,0.523809524,0.476190476,0,0,0
creepy,1,21,0,0,0,0,1,0,0,0,0
whimsy,2,1,18,2,0,0,0.047619048,0.857142857,0.095238095,0,0
whistle,1,8,13,0,0,0,0.380952381,0.619047619,0,0,0
whopper,1,15,6,0,0,0,0.714285714,0.285714286,0,0,0
weather,1,18,2,0,0,1,0.857142857,0.095238095,0,0,0.047619048
canteen,2,0,20,1,0,0,0,0.952380952,0.047619048,0,0
whatnot,2,0,20,1,0,0,0,0.952380952,0.047619048,0,0
whoso,1,19,2,0,0,0,0.904761905,0.095238095,0,0,0
crackle,1,13,8,0,0,0,0.619047619,0.380952381,0,0,0
withers,1,16,5,0,0,0,0.761904762,0.238095238,0,0,0
withhold,2,1,20,0,0,0,0.047619048,0.952380952,0,0,0
oblong,2,9,12,0,0,0,0.428571429,0.571428571,0,0,0
willing,1,9,12,0,0,0,0.428571429,0.571428571,0,0,0
windward,3,1,2,18,0,0,0.047619048,0.095238095,0.857142857,0,0
dazzle,1,10,11,0,0,0,0.476190476,0.523809524,0,0,0
transfer,3,0,6,15,0,0,0,0.285714286,0.714285714,0,0
trapdoor,2,0,21,0,0,0,0,1,0,0,0
trapeze,1,21,0,0,0,0,1,0,0,0,0
torso,2,0,21,0,0,0,0,1,0,0,0
tortoise,2,0,17,3,0,1,0,0.80952381,0.142857143,0,0.047619048
trample,2,1,15,5,0,0,0.047619048,0.714285714,0.238095238,0,0
trappings,1,8,13,0,0,0,0.380952381,0.619047619,0,0,0
triple,1,15,6,0,0,0,0.714285714,0.285714286,0,0,0
tropic,1,17,4,0,0,0,0.80952381,0.19047619,0,0,0
trouble,1,16,5,0,0,0,0.761904762,0.238095238,0,0,0
influx,3,0,21,0,0,0,0,1,0,0,0
trespass,2,0,21,0,0,0,0,1,0,0,0
trident,1,18,3,0,0,0,0.857142857,0.142857143,0,0,0
muffle,1,15,6,0,0,0,0.714285714,0.285714286,0,0,0
thunder,2,0,21,0,0,0,0,1,0,0,0
fragment,2,0,21,0,0,0,0,1,0,0,0
thereto,2,0,20,0,0,1,0,0.952380952,0,0,0.047619048
thermal,2,0,21,0,0,0,0,1,0,0,0
thesis,1,18,3,0,0,0,0.857142857,0.142857143,0,0,0
hunger,2,0,18,3,0,0,0,0.857142857,0.142857143,0,0
cashmere,2,3,18,0,0,0,0.142857143,0.857142857,0,0,0
tomcat,2,1,20,0,0,0,0.047619048,0.952380952,0,0,0
torsion,2,0,20,1,0,0,0,0.952380952,0.047619048,0,0
timbrel,3,0,18,3,0,0,0,0.857142857,0.142857143,0,0
regent,1,21,0,0,0,0,1,0,0,0,0
toddy,1,17,4,0,0,0,0.80952381,0.19047619,0,0,0
uproar,2,1,20,0,0,0,0.047619048,0.952380952,0,0,0
upset,2,0,19,1,0,1,0,0.904761905,0.047619048,0,0.047619048
aural,1,10,11,0,0,0,0.476190476,0.523809524,0,0,0
preclude,2,21,0,0,0,0,1,0,0,0,0
unto,2,2,19,0,0,0,0.095238095,0.904761905,0,0,0
upright,2,1,20,0,0,0,0.047619048,0.952380952,0,0,0
urine,1,4,17,0,0,0,0.19047619,0.80952381,0,0,0
tiger,1,18,3,0,0,0,0.857142857,0.142857143,0,0,0
value,2,0,17,4,0,0,0,0.80952381,0.19047619,0,0
vandal,2,0,20,1,0,0,0,0.952380952,0.047619048,0,0
county,2,0,17,3,0,1,0,0.80952381,0.142857143,0,0.047619048
utmost,2,1,19,1,0,0,0.047619048,0.904761905,0.047619048,0,0
viscose,2,0,18,3,0,0,0,0.857142857,0.142857143,0,0
turbine,2,0,20,1,0,0,0,0.952380952,0.047619048,0,0
fortnight,3,0,0,21,0,0,0,0,1,0,0
tutor,1,19,2,0,0,0,0.904761905,0.095238095,0,0,0
lilac,1,20,0,0,0,1,0.952380952,0,0,0,0.047619048
tubing,1,16,5,0,0,0,0.761904762,0.238095238,0,0,0
licit,1,10,10,0,0,1,0.476190476,0.476190476,0,0,0.047619048
twaddle,1,18,3,0,0,0,0.857142857,0.142857143,0,0,0
foolproof,3,0,20,1,0,0,0,0.952380952,0.047619048,0,0
undo,2,0,21,0,0,0,0,1,0,0,0
abject,2,1,20,0,0,0,0.047619048,0.952380952,0,0,0
twenty,2,0,19,2,0,0,0,0.904761905,0.095238095,0,0
convoke,2,0,21,0,0,0,0,1,0,0,0
solder,1,15,6,0,0,0,0.714285714,0.285714286,0,0,0
canine,1,19,2,0,0,0,0.904761905,0.095238095,0,0,0
panic,1,14,7,0,0,0,0.666666667,0.333333333,0,0,0
pannier,2,5,13,3,0,0,0.238095238,0.619047619,0.142857143,0,0
parish,1,7,14,0,0,0,0.333333333,0.666666667,0,0,0
palate,1,10,11,0,0,0,0.476190476,0.523809524,0,0,0
corrode,1,19,2,0,0,0,0.904761905,0.095238095,0,0,0
pathway,2,0,21,0,0,0,0,1,0,0,0
parquet,2,0,19,1,0,1,0,0.904761905,0.047619048,0,0.047619048
passing,1,14,7,0,0,0,0.666666667,0.333333333,0,0,0
passion,1,18,3,0,0,0,0.857142857,0.142857143,0,0,0
passive,1,12,8,0,0,1,0.571428571,0.380952381,0,0,0.047619048
plural,1,11,10,0,0,0,0.523809524,0.476190476,0,0,0
parson,2,0,21,0,0,0,0,1,0,0,0
cerise,1,16,5,0,0,0,0.761904762,0.238095238,0,0,0
opal,1,20,1,0,0,0,0.952380952,0.047619048,0,0,0
orchard,2,0,18,3,0,0,0,0.857142857,0.142857143,0,0
orchid,2,0,19,2,0,0,0,0.904761905,0.095238095,0,0
omen,1,19,2,0,0,0,0.904761905,0.095238095,0,0,0
onto,2,1,20,0,0,0,0.047619048,0.952380952,0,0,0
harpy,2,0,17,4,0,0,0,0.80952381,0.19047619,0,0
ordain,2,1,19,1,0,0,0.047619048,0.904761905,0.047619048,0,0
