Cluster,Syllabification,Prop Responses,Prediction,Difference,
,,,,,
M P,,,,,
,,,,0,
,K.S K L,0.181818182,0.073746861,0.108071321,
,,,,0,
,K S.K L,0.818181818,0.926253139,-0.108071321,
,,,,0,
,K S K.L,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
F T S M,,,,0,
,,,,0,
,.F T S M,0.044466403,0,0.044466403,
,,,,0,
,F.T S M,0.179841898,0,0.179841898,
,,,,0,
,F T.S M,0.198616601,1,-0.801383399,
,,,,0,
,F T S.M,0.577075099,0,0.577075099,
,,,,0,
,?.?,0,,0,
,,,,0,
R ZH W,,,,0,
,,,,0,
,.R ZH W,0,0,0,
,,,,0,
,R.ZH W,0.545454546,0,0.545454546,
,,,,0,
,R ZH.W,0.318181818,0,0.318181818,
,,,,0,
,R ZH W.,0,0,0,
,,,,0,
,?.?,0.136363636,,0.136363636,
,,,,0,
DH Y,,,,0,
,,,,0,
,.DH Y,0.772727273,0,0.772727273,
,,,,0,
,DH.Y,0.181818182,1,-0.818181818,
,,,,0,
,DH Y.,0.045454545,0,0.045454545,
,,,,0,
,?.?,0,,0,
,,,,0,
N S L,,,,0,
,,,,0,
,.N S L,0,0,0,
,,,,0,
,N.S L,1,0.507336126,0.492663874,
,,,,0,
,N S.L,0,0.492663874,-0.492663874,
,,,,0,
,N S L.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
R TH,,,,0,
,,,,0,
,.R TH,0,0,0,
,,,,0,
,R.TH,0.590909091,0.638483394,-0.047574303,
,,,,0,
,R TH.,0.409090909,0.361516606,0.047574303,
,,,,0,
,?.?,0,,0,
,,,,0,
T D,,,,0,
,,,,0,
,.T D,0.088932806,0,0.088932806,
,,,,0,
,T.D,0.911067194,1,-0.088932806,
,,,,0,
,T D.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
D D,,,,0,
,,,,0,
,.D D,0.136363636,0,0.136363636,
,,,,0,
,D.D,0.818181819,1,-0.181818181,
,,,,0,
,D D.,0.045454545,0,0.045454545,
,,,,0,
,?.?,0,,0,
,,,,0,
R K L,,,,0,
,,,,0,
,.R K L,0,0,0,
,,,,0,
,R.K L,1,0.716723549,0.283276451,
,,,,0,
,R K.L,0,0.283276451,-0.283276451,
,,,,0,
,R K L.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
R K W,,,,0,
,,,,0,
,.R K W,0,0,0,
,,,,0,
,R.K W,0.574545454,0.796891941,-0.222346486,
,,,,0,
,R K.W,0.425454546,0.203108059,0.222346486,
,,,,0,
,R K W.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
NG HH,,,,0,
,,,,0,
,.NG HH,0,0,0,
,,,,0,
,NG.HH,1,1,0,
,,,,0,
,NG HH.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
N M,,,,0,
,,,,0,
,.N M,0.044137022,0,0.044137022,
,,,,0,
,N.M,0.92687747,1,-0.07312253,
,,,,0,
,N M.,0.028985507,0,0.028985507,
,,,,0,
,?.?,0,,0,
,,,,0,
R M P,,,,0,
,,,,0,
,.R M P,0,0,0,
,,,,0,
,R.M P,0.090909091,0,0.090909091,
,,,,0,
,R M.P,0.909090909,1,-0.090909091,
,,,,0,
,R M P.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
R G R,,,,0,
,,,,0,
,.R G R,0,0,0,
,,,,0,
,R.G R,1,0.977785018,0.022214982,
,,,,0,
,R G.R,0,0.022214982,-0.022214982,
,,,,0,
,R G R.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
NG G R,,,,0,
,,,,0,
,.NG G R,0,0,0,
,,,,0,
,NG.G R,0.869565217,1,-0.130434783,
,,,,0,
,NG G.R,0.130434783,0,0.130434783,
,,,,0,
,NG G R.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
K S K Y,,,,0,
,,,,0,
,.K S K Y,0.043478261,0,0.043478261,
,,,,0,
,K.S K Y,0.347826087,0.235591206,0.112234881,
,,,,0,
,K S.K Y,0.565217391,0.764408794,-0.199191403,
,,,,0,
,K S K.Y,0.043478261,0,0.043478261,
,,,,0,
,?.?,0,,0,
,,,,0,
D B,,,,0,
,,,,0,
,.D B,0.021739131,0,0.021739131,
,,,,0,
,D.B,0.97826087,1,-0.021739131,
,,,,0,
,D B.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
V L,,,,0,
,,,,0,
,.V L,0.130434783,0,0.130434783,
,,,,0,
,V.L,0.826086956,1,-0.173913044,
,,,,0,
,V L.,0.043478261,0,0.043478261,
,,,,0,
,?.?,0,,0,
,,,,0,
B S T R,,,,0,
,,,,0,
,.B S T R,0,0,0,
,,,,0,
,B.S T R,0.97826087,1,-0.021739131,
,,,,0,
,B S.T R,0.021739131,0,0.021739131,
,,,,0,
,B S T.R,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
N D Z M,,,,0,
,,,,0,
,.N D Z M,0,0,0,
,,,,0,
,N.D Z M,0.130434783,0,0.130434783,
,,,,0,
,N D.Z M,0.173913043,0,0.173913043,
,,,,0,
,N D Z.M,0.695652174,0,0.695652174,
,,,,0,
,?.?,0,,0,
,,,,0,
DH D R,,,,0,
,,,,0,
,.DH D R,0.086956522,0,0.086956522,
,,,,0,
,DH.D R,0.913043478,1,-0.086956522,
,,,,0,
,DH D.R,0,0,0,
,,,,0,
,DH D R.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
M P T,,,,0,
,,,,0,
,.M P T,0,0,0,
,,,,0,
,M.P T,0.173913043,0,0.173913043,
,,,,0,
,M P.T,0.782608696,0.600649351,0.181959345,
,,,,0,
,M P T.,0.043478261,0.399350649,-0.355872388,
,,,,0,
,?.?,0,,0,
,,,,0,
L S P,,,,0,
,,,,0,
,.L S P,0,0,0,
,,,,0,
,L.S P,1,0.973465937,0.026534063,
,,,,0,
,L S.P,0,0.026534063,-0.026534063,
,,,,0,
,L S P.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
R N M,,,,0,
,,,,0,
,.R N M,0,0,0,
,,,,0,
,R.N M,0.043478261,0,0.043478261,
,,,,0,
,R N.M,0.956521739,1,-0.043478261,
,,,,0,
,R N M.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
V N,,,,0,
,,,,0,
,.V N,0.086956522,0,0.086956522,
,,,,0,
,V.N,0.869565217,1,-0.130434783,
,,,,0,
,V N.,0.043478261,0,0.043478261,
,,,,0,
,?.?,0,,0,
,,,,0,
M F,,,,0,
,,,,0,
,.M F,0,0,0,
,,,,0,
,M.F,0.956521739,0.96752218,-0.011000441,
,,,,0,
,M F.,0.043478261,0.03247782,0.011000441,
,,,,0,
,?.?,0,,0,
,,,,0,
F S,,,,0,
,,,,0,
,.F S,0.043478261,0,0.043478261,
,,,,0,
,F.S,0.956521739,1,-0.043478261,
,,,,0,
,F S.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
S S P,,,,0,
,,,,0,
,.S S P,0.130434783,0,0.130434783,
,,,,0,
,S.S P,0.826086956,1,-0.173913044,
,,,,0,
,S S.P,0,0,0,
,,,,0,
,S S P.,0,0,0,
,,,,0,
,?.?,0.043478261,,0.043478261,
,,,,0,
S HH,,,,0,
,,,,0,
,.S HH,0.065217392,0,0.065217392,
,,,,0,
,S.HH,0.934782609,1,-0.065217392,
,,,,0,
,S HH.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
D S T,,,,0,
,,,,0,
,.D S T,0.217391304,0,0.217391304,
,,,,0,
,D.S T,0.695652174,0.953192785,-0.257540611,
,,,,0,
,D S.T,0.086956522,0,0.086956522,
,,,,0,
,D S T.,0,0.046807215,-0.046807215,
,,,,0,
,?.?,0,,0,
,,,,0,
R M CH,,,,0,
,,,,0,
,.R M CH,0,0,0,
,,,,0,
,R.M CH,0.086956522,0,0.086956522,
,,,,0,
,R M.CH,0.913043478,1,-0.086956522,
,,,,0,
,R M CH.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
M T,,,,0,
,,,,0,
,.M T,0,0,0,
,,,,0,
,M.T,1,1,0,
,,,,0,
,M T.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
N S F Y,,,,0,
,,,,0,
,.N S F Y,0,0,0,
,,,,0,
,N.S F Y,0.130434783,0,0.130434783,
,,,,0,
,N S.F Y,0.869565217,1,-0.130434783,
,,,,0,
,N S F.Y,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
R T L,,,,0,
,,,,0,
,.R T L,0.014492754,0,0.014492754,
,,,,0,
,R.T L,0.071304348,0,0.071304348,
,,,,0,
,R T.L,0.899710145,1,-0.100289855,
,,,,0,
,R T L.,0.014492754,0,0.014492754,
,,,,0,
,?.?,0,,0,
,,,,0,
B W,,,,0,
,,,,0,
,.B W,0.173913043,0,0.173913043,
,,,,0,
,B.W,0.826086957,1,-0.173913043,
,,,,0,
,B W.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
K M,,,,0,
,,,,0,
,.K M,0.02173913,0,0.02173913,
,,,,0,
,K.M,0.72826087,1,-0.27173913,
,,,,0,
,K M.,0.228260869,0,0.228260869,
,,,,0,
,?.?,0.02173913,,0.02173913,
,,,,0,
K S F,,,,0,
,,,,0,
,.K S F,0,0,0,
,,,,0,
,K.S F,0.130434783,0,0.130434783,
,,,,0,
,K S.F,0.826086956,1,-0.173913044,
,,,,0,
,K S F.,0.043478261,0,0.043478261,
,,,,0,
,?.?,0,,0,
,,,,0,
T TH R,,,,0,
,,,,0,
,.T TH R,0.043478261,0,0.043478261,
,,,,0,
,T.TH R,0.913043478,0.965958376,-0.052914898,
,,,,0,
,T TH.R,0.043478261,0.034041624,0.009436637,
,,,,0,
,T TH R.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
N T N,,,,0,
,,,,0,
,.N T N,0.043478261,0,0.043478261,
,,,,0,
,N.T N,0.217391304,0,0.217391304,
,,,,0,
,N T.N,0.739130435,1,-0.260869565,
,,,,0,
,N T N.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
CH B,,,,0,
,,,,0,
,.CH B,0,0,0,
,,,,0,
,CH.B,1,1,0,
,,,,0,
,CH B.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
S T HH,,,,0,
,,,,0,
,.S T HH,0.043478261,0,0.043478261,
,,,,0,
,S.T HH,0.217391304,0,0.217391304,
,,,,0,
,S T.HH,0.739130435,1,-0.260869565,
,,,,0,
,S T HH.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
P M,,,,0,
,,,,0,
,.P M,0,0,0,
,,,,0,
,P.M,1,1,0,
,,,,0,
,P M.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
V W,,,,0,
,,,,0,
,.V W,0.173913043,0,0.173913043,
,,,,0,
,V.W,0.826086957,1,-0.173913043,
,,,,0,
,V W.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
T Z,,,,0,
,,,,0,
,.T Z,0.173913043,0,0.173913043,
,,,,0,
,T.Z,0.782608696,1,-0.217391304,
,,,,0,
,T Z.,0.043478261,0,0.043478261,
,,,,0,
,?.?,0,,0,
,,,,0,
L S L,,,,0,
,,,,0,
,.L S L,0,0,0,
,,,,0,
,L.S L,0.956521739,0.973913936,-0.017392197,
,,,,0,
,L S.L,0.043478261,0.026086064,0.017392197,
,,,,0,
,L S L.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
TH R,,,,0,
,,,,0,
,.TH R,0.956521739,0.559914714,0.396607025,
,,,,0,
,TH.R,0.043478261,0.440085286,-0.396607025,
,,,,0,
,TH R.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
L D R,,,,0,
,,,,0,
,.L D R,0,0,0,
,,,,0,
,L.D R,0.92,0.754007537,0.165992463,
,,,,0,
,L D.R,0.08,0.245992463,-0.165992463,
,,,,0,
,L D R.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
M P SH,,,,0,
,,,,0,
,.M P SH,0.043478261,0,0.043478261,
,,,,0,
,M.P SH,0.173913043,0,0.173913043,
,,,,0,
,M P.SH,0.782608696,1,-0.217391304,
,,,,0,
,M P SH.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
R T S HH,,,,0,
,,,,0,
,.R T S HH,0,0,0,
,,,,0,
,R.T S HH,0.173913043,0,0.173913043,
,,,,0,
,R T.S HH,0.782608696,0,0.782608696,
,,,,0,
,R T S.HH,0.043478261,1,-0.956521739,
,,,,0,
,?.?,0,,0,
,,,,0,
Z W,,,,0,
,,,,0,
,.Z W,0.086956522,0,0.086956522,
,,,,0,
,Z.W,0.913043478,1,-0.086956522,
,,,,0,
,Z W.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
T K L,,,,0,
,,,,0,
,.T K L,0.086956522,0,0.086956522,
,,,,0,
,T.K L,0.913043478,1,-0.086956522,
,,,,0,
,T K.L,0,0,0,
,,,,0,
,T K L.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
M SH,,,,0,
,,,,0,
,.M SH,0,0,0,
,,,,0,
,M.SH,1,1,0,
,,,,0,
,M SH.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
N Z V,,,,0,
,,,,0,
,.N Z V,0,0,0,
,,,,0,
,N.Z V,0.130434783,0,0.130434783,
,,,,0,
,N Z.V,0.869565217,1,-0.130434783,
,,,,0,
,N Z V.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
JH M,,,,0,
,,,,0,
,.JH M,0.043478261,0,0.043478261,
,,,,0,
,JH.M,0.956521739,1,-0.043478261,
,,,,0,
,JH M.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
P Y,,,,0,
,,,,0,
,.P Y,0.739130435,0.795068722,-0.055938287,
,,,,0,
,P.Y,0.173913043,0.204931278,-0.031018235,
,,,,0,
,P Y.,0,0,0,
,,,,0,
,?.?,0.086956522,,0.086956522,
,,,,0,
L M Z M,,,,0,
,,,,0,
,.L M Z M,0,0,0,
,,,,0,
,L.M Z M,0,0,0,
,,,,0,
,L M.Z M,0.260869565,0,0.260869565,
,,,,0,
,L M Z.M,0.739130435,0,0.739130435,
,,,,0,
,?.?,0,,0,
,,,,0,
K T R,,,,0,
,,,,0,
,.K T R,0.043478261,0,0.043478261,
,,,,0,
,K.T R,0.807065218,0.562048008,0.24501721,
,,,,0,
,K T.R,0.149456522,0.437951992,-0.288495471,
,,,,0,
,K T R.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
D N,,,,0,
,,,,0,
,.D N,0,0,0,
,,,,0,
,D.N,1,1,0,
,,,,0,
,D N.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
R G Y,,,,0,
,,,,0,
,.R G Y,0,0,0,
,,,,0,
,R.G Y,0.782608696,0.690140845,0.092467851,
,,,,0,
,R G.Y,0.217391304,0.309859155,-0.092467851,
,,,,0,
,R G Y.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
P S T R,,,,0,
,,,,0,
,.P S T R,0.043478261,0,0.043478261,
,,,,0,
,P.S T R,0.913043478,0.795544498,0.11749898,
,,,,0,
,P S.T R,0.043478261,0.204455502,-0.160977241,
,,,,0,
,P S T.R,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
NG TH W,,,,0,
,,,,0,
,.NG TH W,0,0,0,
,,,,0,
,NG.TH W,0.260869565,0.152337858,0.108531707,
,,,,0,
,NG TH.W,0.739130435,0.847662142,-0.108531707,
,,,,0,
,NG TH W.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
N Z F,,,,0,
,,,,0,
,.N Z F,0,0,0,
,,,,0,
,N.Z F,0.083333333,0,0.083333333,
,,,,0,
,N Z.F,0.916666667,1,-0.083333333,
,,,,0,
,N Z F.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
S N,,,,0,
,,,,0,
,.S N,0.041666667,0.346771478,-0.305104811,
,,,,0,
,S.N,0.958333333,0.653228522,0.305104811,
,,,,0,
,S N.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
S T W,,,,0,
,,,,0,
,.S T W,0,0,0,
,,,,0,
,S.T W,0.083333333,0.201007855,-0.117674522,
,,,,0,
,S T.W,0.916666667,0.798992145,0.117674522,
,,,,0,
,S T W.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
T B R,,,,0,
,,,,0,
,.T B R,0,0,0,
,,,,0,
,T.B R,0.958333333,1,-0.041666667,
,,,,0,
,T B.R,0,0,0,
,,,,0,
,T B R.,0.041666667,0,0.041666667,
,,,,0,
,?.?,0,,0,
,,,,0,
L D K,,,,0,
,,,,0,
,.L D K,0,0,0,
,,,,0,
,L.D K,0.125,0,0.125,
,,,,0,
,L D.K,0.875,1,-0.125,
,,,,0,
,L D K.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
T SH,,,,0,
,,,,0,
,.T SH,0.083333333,0,0.083333333,
,,,,0,
,T.SH,0.916666667,1,-0.083333333,
,,,,0,
,T SH.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
CH HH,,,,0,
,,,,0,
,.CH HH,0.125,0,0.125,
,,,,0,
,CH.HH,0.875,1,-0.125,
,,,,0,
,CH HH.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
S T N,,,,0,
,,,,0,
,.S T N,0.041666667,0,0.041666667,
,,,,0,
,S.T N,0.125,0,0.125,
,,,,0,
,S T.N,0.833333333,1,-0.166666667,
,,,,0,
,S T N.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
N D B,,,,0,
,,,,0,
,.N D B,0,0,0,
,,,,0,
,N.D B,0.208333333,0,0.208333333,
,,,,0,
,N D.B,0.791666667,1,-0.208333333,
,,,,0,
,N D B.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
M P T R,,,,0,
,,,,0,
,.M P T R,0.041666667,0,0.041666667,
,,,,0,
,M.P T R,0.083333333,0,0.083333333,
,,,,0,
,M P.T R,0.791666667,0.674425545,0.117241122,
,,,,0,
,M P T.R,0.083333333,0.325574455,-0.242241122,
,,,,0,
,?.?,0,,0,
,,,,0,
F T B,,,,0,
,,,,0,
,.F T B,0,0,0,
,,,,0,
,F.T B,0.083333333,0,0.083333333,
,,,,0,
,F T.B,0.916666667,1,-0.083333333,
,,,,0,
,F T B.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
P W,,,,0,
,,,,0,
,.P W,0.166666667,0,0.166666667,
,,,,0,
,P.W,0.833333333,1,-0.166666667,
,,,,0,
,P W.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
R F R,,,,0,
,,,,0,
,.R F R,0,0,0,
,,,,0,
,R.F R,1,0.917413136,0.082586864,
,,,,0,
,R F.R,0,0.082586864,-0.082586864,
,,,,0,
,R F R.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
N T S M,,,,0,
,,,,0,
,.N T S M,0,0,0,
,,,,0,
,N.T S M,0.2,0,0.2,
,,,,0,
,N T.S M,0.8,1,-0.2,
,,,,0,
,N T S.M,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
L P W,,,,0,
,,,,0,
,.L P W,0,0,0,
,,,,0,
,L.P W,0.2,0,0.2,
,,,,0,
,L P.W,0.8,1,-0.2,
,,,,0,
,L P W.,0,0,0,
,,,,0,
,?.?,0,,0,
,,,,0,
R N B,,,,0,
,,,,0,
,.R N B,0,0,0,
,,,,0,
,R.N B,0,0,0,
,,,,0,
,R N.B,1,1,0,
,,,,0,
,R N B.,0,0,0,
,,,,0,
,?.?,0,,0,
